H1_leftside_heading,H1_rightside_heading,H2,H3,All_para,li,div,div_2
"HTML , Reference",Canvas,"Description,Browser Support,Colors, Styles, and Shadows,Line Styles,Rectangles,Paths,Transformations,Text,Image Drawing,Pixel Manipulation,Compositing,Other",,"The HTML5 <canvas> tag is used to draw graphics, on the fly, via scripting 
(usually JavaScript).,However, the <canvas> element has no drawing abilities of its own (it is only 
a container for graphics) - you must use a script to actually draw the graphics.,The getContext() method returns an object that provides methods and 
properties for drawing on the canvas.,This reference will cover the properties and methods of the getContext(""2d"") 
object, which can be used to draw text, lines, boxes, circles, and more - on the 
canvas.,The numbers in the table specify the first browser version that fully 
supports the element.,Internet Explorer 9, Firefox, Opera, Chrome, and Safari support <canvas> and 
its properties and methods., Internet Explorer 8 and earlier versions, do not support the 
<canvas> element.",,,
SVG ,Drop Shadows,"<defs> and <filter>,SVG <feOffset>,Example 1,Example 2,Example 3,Example 4","Example,Example,Example,Example","All SVG filters are defined within a <defs> element. The <defs> element is short 
for definitions and contains definition of special elements (such as filters).,The <filter> element is used to define an SVG filter. The <filter> element has a 
required id attribute which identifies the filter. The graphic then points to the filter to use.,The <feOffset> element is used to create drop shadow effects. The idea 
is to take an SVG graphic (image or element) and move it a little bit in the xy plane.,The first example offsets a rectangle (with <feOffset>), then blend the original on top of the offset image (with <feBlend>):,Here is the SVG code:,Now, the offset image can be blurred (with <feGaussianBlur>):,Here is the SVG code:,Now, make the shadow black:,Here is the SVG code:,Now, treat the shadow as a color:,Here is the SVG code:","The id attribute of the <filter> element defines a unique name for the filter,The filter attribute of the <rect> element links the element to the ""f1"" filter,The stdDeviation attribute of the <feGaussianBlur> element defines the amount of the blur,The in attribute of the <feOffset> element is changed to ""SourceAlpha"" 
  which uses the Alpha channel for the blur instead of the entire RGBA pixel,The <feColorMatrix> filter is used to transform the colors in the offset image closer to black. The three values of '0.2' in 
  the matrix all get multiplied by the red, green and blue channels. Reducing their values brings the colors closer to black (black is 0)","
<svg height=""120"" width=""120"">,
  <defs>,
    <filter id=""f1"" x=""0"" y=""0"" width=""200%"" height=""200%"">,
      <feOffset result=""offOut"" in=""SourceGraphic"" dx=""20"" 
dy=""20"" />,
      <feBlend in=""SourceGraphic"" in2=""offOut"" 
mode=""normal"" />,
    </filter>,
  </defs>,
  <rect width=""90"" height=""90"" stroke=""green"" stroke-width=""3"",
  fill=""yellow"" filter=""url(#f1)"" />,
</svg>
,
<svg height=""140"" width=""140"">,
  <defs>,
    <filter id=""f2"" x=""0"" y=""0"" width=""200%"" height=""200%"">,
      <feOffset result=""offOut"" in=""SourceGraphic"" dx=""20"" 
dy=""20"" />,
      <feGaussianBlur result=""blurOut"" in=""offOut"" 
stdDeviation=""10"" />,
      <feBlend in=""SourceGraphic"" in2=""blurOut"" 
mode=""normal"" />,
    </filter>,
  </defs>,
  <rect width=""90"" height=""90"" stroke=""green"" stroke-width=""3"",
  fill=""yellow"" filter=""url(#f2)"" />,
</svg>
,
<svg height=""140"" width=""140"">,
  <defs>,
    <filter id=""f3"" x=""0"" y=""0"" width=""200%"" height=""200%"">,
      <feOffset result=""offOut"" in=""SourceAlpha"" dx=""20"" 
dy=""20"" />,
      <feGaussianBlur result=""blurOut"" in=""offOut"" 
stdDeviation=""10"" />,
      <feBlend in=""SourceGraphic"" in2=""blurOut"" 
mode=""normal"" />,
    </filter>,
  </defs>,
  <rect width=""90"" height=""90"" stroke=""green"" stroke-width=""3"",
  fill=""yellow"" filter=""url(#f3)"" />,
</svg>
,
<svg height=""140"" width=""140"">,
  <defs>,
    <filter id=""f4"" x=""0"" y=""0"" width=""200%"" height=""200%"">,
      <feOffset result=""offOut"" in=""SourceGraphic"" dx=""20"" 
dy=""20"" />,
      <feColorMatrix result=""matrixOut"" in=""offOut"" 
type=""matrix"",
      values=""0.2 0 0 0 0 0 0.2 0 0 0 0 0 0.2 0 0 0 0 0 
1 0"" />,
      <feGaussianBlur result=""blurOut"" in=""matrixOut"" 
stdDeviation=""10"" />,
      <feBlend in=""SourceGraphic"" in2=""blurOut"" 
mode=""normal"" />,
    </filter>,
  </defs>,
  <rect width=""90"" height=""90"" stroke=""green"" stroke-width=""3"",
  fill=""yellow"" filter=""url(#f4)"" />,
</svg>
",
SVG Gradients - ,Linear,"SVG Gradients,SVG Linear Gradient - <linearGradient>,Example 1,Example 2,Example 3","Example,Example,Example","A gradient is a smooth transition from one color to another. In addition, 
several color transitions can be applied to the same element.,There are two main types of gradients in SVG:,The <linearGradient> element is used to define a linear gradient.,The <linearGradient> element must be nested within a <defs> tag. The <defs> tag is short 
for definitions and contains definition of special elements (such as gradients).,Linear gradients can be defined as horizontal, vertical or angular gradients:,Define an ellipse with a horizontal linear gradient from yellow to red:,Here is the SVG code:,Define an ellipse with a vertical linear gradient from yellow to red:,Here is the SVG code:,Define an ellipse with a horizontal linear gradient from yellow to red, and add a text inside the ellipse:,Here is the SVG code:","Linear,Radial,Horizontal gradients are created when y1 and y2 are equal and x1 and x2 differ,Vertical gradients are created when x1 and x2 are equal and y1 and y2 differ,Angular gradients are created when x1 and x2 differ and y1 and y2 differ,The id attribute of the <linearGradient> tag defines a unique name for the gradient,The x1, x2, y1,y2 attributes of the <linearGradient> tag define the start and end position of the gradient,The color range for a gradient can be composed of two or more colors. Each color is specified with a <stop> 
  tag. The offset attribute is used to define where the gradient color begin and end,The fill attribute links the ellipse element to the gradient,The <text> element is used to add a text","
 <svg height=""150"" width=""400"">,
 
<defs>,
   
<linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">,
     
<stop offset=""0%"" style=""stop-color:rgb(255,255,0);stop-opacity:1"" />,
     
<stop offset=""100%"" style=""stop-color:rgb(255,0,0);stop-opacity:1"" />,
   
</linearGradient>,
 
</defs>,
 
<ellipse cx=""200"" cy=""70"" rx=""85"" ry=""55""
fill=""url(#grad1)"" />,
</svg>
,
 <svg height=""150"" width=""400"">,
 
<defs>,
   
<linearGradient id=""grad2"" x1=""0%"" y1=""0%"" x2=""0%"" y2=""100%"">,
     
<stop offset=""0%"" style=""stop-color:rgb(255,0,0);stop-opacity:1"" />,
     
<stop offset=""100%"" style=""stop-color:rgb(255,255,0);stop-opacity:1"" />,
   
</linearGradient>,
 
</defs>,
 
<ellipse cx=""200"" cy=""70"" rx=""85"" ry=""55"" fill=""url(#grad2)"" />,
</svg>
,
 <svg height=""150"" width=""400"">,
 
<defs>,
   
<linearGradient id=""grad3"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">,
     
<stop offset=""0%"" style=""stop-color:rgb(255,255,0);stop-opacity:1"" />,
     
<stop offset=""100%"" style=""stop-color:rgb(255,0,0);stop-opacity:1"" />,
   
</linearGradient>,
 
</defs>,
 
<ellipse cx=""200"" cy=""70"" rx=""85"" ry=""55""
fill=""url(#grad3)"" />,
  <text fill=""#ffffff"" font-size=""45"" font-family=""Verdana"" x=""150"" y=""86"">,
  SVG</text>,
</svg>
",
SVG , Blur Effects,"<defs> and <filter>,SVG <feGaussianBlur>,Example 1",Example,"All internet SVG filters are defined within a <defs> element. The <defs> element is short 
for definitions and contains definition of special elements (such as filters).,The <filter> element is used to define an SVG filter. The <filter> element has a 
required id attribute which identifies the filter. The graphic then points to the filter to use.,The <feGaussianBlur> element is used to create blur effects:,Here is the SVG code:","The id attribute of the <filter> element defines a unique name for the filter,The blur effect is defined with the <feGaussianBlur> element,The in=""SourceGraphic"" part defines that the effect is created for the entire element,The stdDeviation attribute defines the amount of the blur,The filter attribute of the <rect> element links the element to the ""f1"" filter","
<svg height=""110"" width=""110"">,
  <defs>,
    <filter id=""f1"" x=""0"" y=""0"">,
      <feGaussianBlur in=""SourceGraphic"" stdDeviation=""15"" 
/>,
    </filter>,
  </defs>,
  <rect width=""90"" height=""90"" stroke=""green"" stroke-width=""3"",  fill=""yellow"" filter=""url(#f1)"" />,
</svg>
",
SVG ,Stroke Properties,"SVG Stroke Properties,SVG stroke Property,SVG stroke-width Property,SVG stroke-linecap Property,SVG stroke-dasharray Property","Example,Example,Example,Example","SVG offers a wide range of stroke properties. In this chapter we will look at the following:,All the stroke properties can be applied to any kind of lines, text and outlines of elements like a circle.,The stroke property defines the color of a line, text or outline of an element:,Here is the SVG code:,The stroke-width property defines the thickness of a line, text or outline of an element:,Here is the SVG code:,The stroke-linecap property defines different types of endings to an open path:,Here is the SVG code:,The stroke-dasharray property is used to create dashed lines:,Here is the SVG code:","stroke,stroke-width,stroke-linecap,stroke-dasharray","
<svg height=""80"" width=""300"">,
  <g fill=""none"">,
    <path stroke=""red"" d=""M5 20 l215 0"" />,
    <path stroke=""black"" d=""M5 40 l215 0"" />,
    <path stroke=""blue"" d=""M5 60 l215 0"" />,
  </g>,
</svg>
,
<svg height=""80"" width=""300"">,
  <g fill=""none"" stroke=""black"">,
    <path stroke-width=""2"" d=""M5 20 l215 0"" />,
    <path stroke-width=""4"" d=""M5 40 l215 0"" />,
    <path stroke-width=""6"" d=""M5 60 l215 0"" />,
  </g>,
</svg>
,
<svg height=""80"" width=""300"">,
  <g fill=""none"" stroke=""black"" stroke-width=""6"">,
    <path stroke-linecap=""butt"" d=""M5 20 l215 0"" />,
    <path stroke-linecap=""round"" d=""M5 40 l215 0"" />,
    <path stroke-linecap=""square"" d=""M5 60 l215 0"" />,
  </g>,
</svg>
,
<svg height=""80"" width=""300"">,
  <g fill=""none"" stroke=""black"" stroke-width=""4"">,
    <path stroke-dasharray=""5,5"" d=""M5 20 l215 0"" />,
    <path stroke-dasharray=""10,10"" d=""M5 40 l215 0"" />,
    <path stroke-dasharray=""20,10,5,5,5,10"" d=""M5 60 l215 0"" />,
  </g>,
</svg>
",
SVG ,Filters,"SVG Filters,Browser Support,SVG Filter Elements",,"SVG Filters are used to add special effects to SVG graphics.,The numbers in the table specify the first browser version that supports SVG filters.,In the next chapters, we will only demonstrate a touch of the filter effects 
that are possible - and give you an idea of what can be done with SVG.,The available filter elements in SVG are:","<feBlend> - filter for combining images,<feColorMatrix> - filter for color transforms,<feComponentTransfer>,<feComposite>,<feConvolveMatrix>,<feDiffuseLighting>,<feDisplacementMap>,<feFlood>,<feGaussianBlur>,<feImage>,<feMerge>,<feMorphology>,<feOffset> - filter for drop shadows,<feSpecularLighting>,<feTile>,<feTurbulence>,<feDistantLight> - filter for lighting,<fePointLight> - filter for lighting,<feSpotLight> - filter for lighting",,
Game Movement,,"How to Move Objects?,Making Turns,Use the Keyboard","Example,Example,Example","With the new way of drawing components, explained in the Game Rotation chapter, the movements are more flexible.,Add a , property to the , constructor, which represents the current speed of the component.,Also make some changes in the , method, to calculate the 
position of the component, based on , and ,.,By default, the components are facing up, and by setting the speed 
property to 1, the component will start moving forward.,We also want to be able to make left and right turns. Make a new 
property called ,, which indicates the current moving 
value, or rotation angle. In the , method calculate the
, based on the , property:,How does the red square move when using the keyboard?
Instead of moving up and down, and from side to side, the red square moves forward when you use the ""up"" arrow,
and turns left and right when pressing the left and right arrows.",,,
Game Rotation,,"Rotating Components,The Component Constructor",Example,"The red square can rotate:,Earlier in this tutorial, the red square was able to move around on the gamearea, but it could not turn or rotate.,To rotate components, we have to change the way we draw components.,The only rotation method available for the canvas element will rotate the entire canvas:,Everything else you draw on the canvas will also be rotated, not only the specific component.,That is why we have to make some changes in the , method:,First, we save the current canvas context object:,Then we move the entire canvas to the center of the specific component, using the translate method:,Then we perform the wanted rotation using the rotate() method:,Now we are ready to draw the component onto the canvas, but now we will draw it with its center position at position 0,0 on the translated (and rotated) canvas:,When we are finished, we must restore the context object back to its saved position, using the restore method:,The component is the only thing that is rotated:,The , constructor has a new property called ,, 
which is radian number that represents the angle of the component.,The , method of the , constructor is 
were we draw the component, and here you can see the changes that will allow the 
component to rotate:",,,
Game Bouncing,,Bouncing,Example,"This red square bounces when it hits the floor:,Another functionallity we want to add is the , property.,The , property indicates if the component will bounce back when gravity makes it fall down to the ground.,The bounce property value must be a number. 0 is no bounce at all, and 1 will make the component bounce all the way backto where it start falling.",,,
Game Images,,"How to Use Images?,Change Images,Background Images,Moving Background,Background Loop","Example,Example,Example,Example,Example,Example","Push the buttons to move the smiley:,To add images on a canvas, the getContext(""2d"") object has built-in image 
properties and methods.,In our game, to create the gamepiece as an image, use the component 
constructor, but instead of referring to a color, you must refer to the url of 
the image. And you must tell the constructor that this component is of type 
""image"":,In the component constructor we test if the component is of type ""image"", and 
create an image object by using the built-in ""new Image()"" object constructor. 
When we are ready to draw the image, we use the drawImage method instead of the fillRect method:,You can change the image whenever you like by changing the , property of the , object of your component.,If you want to change the smiley everytime it moves, change the image source when the user clicks a button, 
and back to normal when the button is not clicked:,Add a background image to your game area by adding it as a component, and 
also update the background in every frame:,Change the background component's , property to make the background move:,To make the same background loop forever, we must use a specific technique.,Start by telling the component constructor that this is a ,.
The component constructor will then add the image twice, placing the second image 
immediately after the first image.,In the , method, check if the , position of the component has reach 
the end of the image, if it has, set the , position of the component to 0:",,,
Game Gravity,,"Gravity,Hit the Bottom,Accelerate Up,A Game","Example,Example,Example,Example","Some games have forces that pulls the game component in one direction, like gravity pulls objects to the ground.,To add this functionality to our component constructor, first add a , property, which sets the current gravity.
Then add a , property, which increases everytime we update the frame:,To prevent the red square from falling forever, stop the falling when it hits the bottom of the game area:,In a game, when you have a force that pulls you down, you should have a method to force the component to accelerate up.
,Trigger a function when someone clicks a button, and make the red square fly up in the air: ,Make a game based on what we have learned so far:",,"
 <script>,</script>,
 <button onmousedown=""accelerate(-0.2)"" onmouseup=""accelerate(0.1)"">ACCELERATE</button>",
Game Controllers,,"Get in Control,Stop Moving,Keyboard as Controller,Multiple Keys Pressed,Using The Mouse Cursor as a Controller,Touch The Screen to Control The Game,Controllers on The Canvas","Example,Example,Example,Example,Example,Example,Example,Example,Example,Example,Example,Example","Push the buttons to move the red square:,Now we want to control the red square.,Add four buttons, up, down, left, and right.,Write a function for each button to move the component in the selected 
direction.,Make two new properties in the , constructor, and call them , 
and ,. These properties are being used as speed indicators.,Add a function in the , constructor, called ,, which uses the , and , 
properties to change the component's position.,The newpos function is called from the updateGameArea function before drawing 
the component:,If you want, you can make the red square stop when you release a button.,Add a function that will set the speed indicators to 0.,To deal with both normal screens and touch screens, we will add code for both 
devices:,We can also control the red square by using the arrow keys on the keyboard.,Create a method that checks if a key is pressed, and set the , 
property of the , object to the key code. When the key is 
released, set the , property to ,:,Then we can move the red square if one of the arrow keys are pressed:,What if more than one key is pressed at the same time?,In the example above, the component can only move horizontally or vertically. 
Now we want the component to also move diagonally.,Create a , , for the , object, and insert one element 
for each key that is pressed, and give it the value , , the 
value remains true untill the key is no longer pressed, the value becomes , in the , event listener function:,If you want to control the red square by using the mouse cursor,
add a method in , object that updates the x and y 
coordinates of the mouse cursor:.,Then we can move the red square using the mouse cursor:,We can also control the red square on a touch screen.,Add a method in the , object that uses the x and y coordinates of where 
the screen is touched:,Then we can move the red square if the user touches the screen, 
by using the same code as we did for the mouse cursor:,We can also draw our own buttons on the canvas, and use them as controllers:,Add a new function that figures out if a component, in this case a button, is clicked.,Start by adding event listeners to check if a mouse button is clicked (, and ,). 
To deal with touch screens, also add event listeners to check if the screen is 
clicked on (, and ,):,Now the , object has properties that tells us the x- 
and y-coordinates of a click. We use these properties to check if the click was 
performed on one of our blue buttons.,The new method is called ,, it is a method of the , constructor, and it checks if the 
component is being clicked., In the , function, we take the neccessarry actions
if one of the blue buttons is clicked:",,,
Game Sound,,"How to Add Sounds?,Background Music","Example,Example,Example","Turn up the volume. Do you hear a ""dunk"" when the red square hits an obstacle?,Use the HTML5 <audio> element to add sound and music to your games.,In our examples, we create a new object constructor to handle sound objects:,To create a new sound object use the , constructor, and when 
the red square hits an obstacle, play the sound:,To add background music to your game, add a new sound object, and start 
playing when you start the game:",,,
Game Score,,Count The Score,"Example,Example,Example","Push the buttons to move the red square:,There are many ways to keep the score in a game, we will show you how to 
write a score onto the canvas.,First make a score component:,The syntax for writing text on a canvas element is different from drawing a rectangle.
Therefore we must call the component constructor using an additional argument,
telling the constructor that this component is of type ""text"".,In the component constructor we test if the component is of type ""text"", and use the 
, method instead of the , method:,At last we add some code in the updateGameArea function that writes the score 
onto the canvas. We use the , property to count the score:",,,
Game Canvas,,"HTML Canvas,.getContext(""2d""),Get Started",Example,"The , element is perfect for making games in HTML.,The , element offers all the functionality you need for making games.,Use JavaScript to draw, write, insert images, and more, onto the ,.,The , element has a built-in object, called the , object, with methods and properties for drawing.,You can learn more about the , element, and the , object, in our ,.,To make a game, start by creating a gaming area, and make it ready for 
drawing:,The object , will have 
more properties and methods later in this tutorial.,The function , invokes the method , of the , object.,The , method creates a , element and inserts 
it as the first childnode of the , element.",,,
Game Obstacles,,"Add Some Obstacles,Hit The Obstacle = Game Over,Moving Obstacle,Multiple Obstacles,Obstacles of Random Size","Example,Example,Example,Example,Example,Example","Push the buttons to move the red square:,Now we want to add some obstacles to our game.,Add a new component to the gaming area. Make it green, 10px wide, 200px high, 
and place it 300px to the right and 120px down.,Also update the obstacle component in every frame:,In the example above, nothing happens when you hit the obstacle. In a game, 
that is not very satisfying.,How do we know if our red square hits the obstacle?,Create a new method in the component constructor, that checks if the 
component crashes with another component. This method should be called every 
time the frames updates, 50 times per second.,Also add a , method to the , object, 
which clears the 20 milliseconds interval.,The obstacle is of no danger when it is static, so we want it to move.,Change the property value of , at 
every update:,How about adding multiple obstacles?,For that we need a property for counting frames, and a method for execute something at a given frame rate.,The everyinterval function returns true if the current framenumber 
corresponds with the given interval.,To define multiple obstacles, first declare the obstacle variable as an 
array.,Second, we need to make some changes in the updateGameArea function.,In the , function we must loop through every obstacle to see if 
there is a crash. If there is a crash, the , function 
will stop, and no more drawing is done.,The , function counts frames and adds an obstacle for every 
150th 
frame.,To make the game a bit more difficult, and fun, we will send in obstacles of random sizes, so that the red square must move up and down to 
not crash.",,,
Game Components,,"Add a Component,Frames,Make it Move,Why Clear The Game Area?,Change the Size,Change the Color,Change the Position,Many Components,Moving Components","Example,Example,Example,Example,Example,Example,Example,Example,Example,Example","Make a component constructor, which lets you add components onto the gamearea.,The object constructor is called ,, and we make our first component, called ,:,The components have  properties and methods to control their appearances and movements.,To make the game ready for action, we will update the display 50 times per second, 
which is much like frames in a movie. ,First, create a new function called ,.,In the , object, add an interval which will run the , function every 
20th 
millisecond (50 times per second). Also add a function called ,, 
that clears the entire canvas.,In the , constructor, add a function called ,, to handle the drawing of the component.,The , function calls the , and 
the , method.,The result is that the component is drawn and cleared 50 times per second:,To prove that the red square is being drawn 50 times per second, we will change the x position (horizontal)
by one pixel every time we update the game area:,It might seem unnecessary to clear the game area at every update. However, if we leave out the 
, method,
all movements of the component will leave a trail of where it was positioned in the last frame:,You can 
control the width and height of the component:,You can 
control the color of the component:,You can also use other colorvalues like hex, rgb, or rgba:,We use x- and y-coordinates to position components onto the game area.,The upper-left corner of the canvas has the coordinates (0,0),Mouse over the game area below to see its x and y coordinates:,You can position the components wherever you like on the game area:,You can put as many components as you like on the game area:,Make all three components move in different directions:",,,
Canvas ,Clock Start,"Part V - Start the Clock,Example Explained",JavaScript:,"In these chapters we build an analog clock using HTML Canvas.,To start the clock, call the drawClock function at intervals:,
,
,The only thing you have to do (to start the clock) is to call the drawClock 
function at intervals.,Substitute:,With:",,,
HTML Game Example,,Try it Yourself Examples,Example,"Learn how to make games, using nothing but HTML and JavaScript.,Push the buttons to move the red square:,With our online editor, you can edit the code, and click on a button to view the result.",,,
Canvas ,Clock Face,"Part II - Draw a Clock Face,Code Explained",JavaScript:,"The clock needs a clock face. Create a JavaScript function to draw a clock face:,
,
,Create a drawFace() function for drawing the clock face:,Draw the white circle:,Create a radial gradient (95% and 105% of original clock radius):,Create 3 color stops, corresponding with the inner, middle, and outer edge of 
the arc:,Define the gradient as the stroke style of the drawing object:,Define the line width of the drawing object (10% of radius):,Draw the circle:,Draw the clock center:",,,
Canvas ,Clock Hands,"Part IV - Draw Clock Hands,Example Explained",JavaScript:,"The clock needs hands. Create a JavaScript function to draw clock hands:,
,
,Use Date to get hour, minute, second:,Calculate the angle of the hour hand, and draw it a length (50% of radius), 
and a width (7% of radius):,Use the same technique for minutes and seconds.,The drawHand() routine does not need an explanation. It just draws a line 
with a given length and width.",,,
Canvas ,Clock Numbers,"Part III - Draw Clock Numbers,Example Explained",JavaScript:,"The clock needs numbers. Create a JavaScript function to draw clock numbers:,
,
,Set the font size (of the drawing object) to 15% of the radius:,Set the text alignment to the middle and the center of the print position:,Calculate the print position (for 12 numbers) to 85% of the 
radius, rotated (PI/6) for each number:",,,
