H1_leftside_heading,H1_rightside_heading,H2,H3,All_para,li,div,div_2
"MySQL , Clause",HAVING,"The MySQL HAVING Clause,Demo Database,MySQL HAVING Examples,Demo Database,More HAVING Examples","Example,Example,Example,Example","The , clause was added to SQL because the 
, keyword cannot be 
used with aggregate functions.,Below is a selection from the ""Customers"" table in the Northwind sample 
database:,The following SQL statement lists the number of customers in each country. 
Only include countries with more than 5 customers:,The following SQL statement lists the number of customers in each country, 
sorted high to low (Only include countries with more than 5 customers):,Below is a selection from the ""Orders"" table in the Northwind sample database:,And a selection from the ""Employees"" table:,The following SQL statement lists the employees that have registered more 
than 10 orders:,The following SQL statement lists if the employees ""Davolio"" or ""Fuller"" have registered 
more than 25 orders:",,,
"MySQL , Statement",INSERT INTO SELECT,"The MySQL INSERT INTO SELECT Statement,Demo Database,MySQL INSERT INTO SELECT Examples","Example,Example,Example","The , statement copies data from one table and 
inserts it into another table.,The , statement requires that 
the data types in source and target tables matches., The existing records in the target table are unaffected.,Copy all columns from one table to another table:,Copy only some columns from one table into another table:,In this tutorial we will use the well-known Northwind sample database.,Below is a selection from the ""Customers"" table:,And a selection from the ""Suppliers"" table:,The following SQL statement copies ""Suppliers"" into ""Customers"" (the columns 
that are not filled with data, will contain NULL):,The following SQL statement copies ""Suppliers"" into ""Customers"" (fill all 
columns):,The following SQL statement copies only the German suppliers into ""Customers"":",,,
"MySQL , Keyword",INNER JOIN,"MySQL INNER JOIN Keyword,Demo Database,MySQL INNER JOIN Example,JOIN Three Tables","Example,Example","The , keyword selects records that have matching values in both tables.,In this tutorial we will use the well-known Northwind sample database.,Below is a selection from the ""Orders"" table:,And a selection from the ""Customers"" table:,The following SQL statement selects all orders with customer information:, The , keyword selects all rows from both 
tables as long as there is a match between the columns. If there are records in the 
""Orders"" table that do not have matches in ""Customers"", these orders will not 
be shown!,The following SQL statement selects all orders with customer and shipper 
information:",,,
MySQL ,Joins,"MySQL Joining Tables,Supported Types of Joins in MySQL",Example,"A , clause is used to combine rows from two or more tables, based on 
a related column between them.,Let's look at a selection from the ""Orders"" table:,Then, look at a selection from the ""Customers"" table:,Notice that the ""CustomerID"" column in the ""Orders"" table refers to the 
""CustomerID"" in the ""Customers"" table. The relationship between the two tables above 
is the ""CustomerID"" column.,Then, we can create the following SQL statement (that contains an ,), 
that selects records that have matching values in both tables:,and it will produce something like this:,
, 
, 
, 
,
",": Returns records that have matching values in both tables,: Returns all records from the left table, and the matched records from the right table,: Returns all records from the right table, and the matched records from the left table,: Returns all records from both 
  tables",,
MySQL ,Exercises,"Exercises,Count Your Score",,"You can test your MySQL skills with W3Schools' Exercises.,We have gathered a variety of MySQL exercises (with answers) for each MySQL Chapter.,Try to solve an exercise by filling in the missing parts of a code. If you're stuck, hit the ""Show Answer"" button to see what you've done wrong.,You will get 1 point for
each correct answer. Your score and total score will always be displayed.",,,
MySQL ,Aliases,"MySQL Aliases,Demo Database,Alias for Columns Examples,Alias for Tables Example","Example,Example,Example,Example,Example","Aliases are used to give a table, or a column in a table, a temporary name.,Aliases are often used to make column names more readable.,An alias only exists for the duration of that query.,An alias is created with the , keyword.,In this tutorial we will use the well-known Northwind sample database.,Below is a selection from the ""Customers"" table:,And a selection from the ""Orders"" table:,The following SQL statement creates two aliases, one for the CustomerID 
column and one for the CustomerName column:,The following SQL statement creates two aliases, one for the CustomerName 
column and one for the ContactName column. , Single or double quotation marks 
are required if the alias name contains spaces:,The following SQL statement creates an alias named ""Address"" that combine four columns (Address, PostalCode, 
City and Country):,The following SQL statement selects all the orders from the customer with 
CustomerID=4 (Around the Horn). We use the ""Customers"" and ""Orders"" tables, and 
give them the table aliases of ""c"" and ""o"" respectively (Here we use 
aliases to make the SQL shorter):,The following SQL statement is the same as above, but without aliases:,Aliases can be useful when:","There are more than one table involved in a query,Functions are used in the query,Column names are big or not very readable,Two or more columns are combined together",,
MySQL ,Quiz,"The Test,Count Your Score",,"You can test your MySQL skills with W3Schools' Quiz.,The test contains 25 questions and there is no time limit.,The test is not official, it's just a nice way to see how much you know, or don't know, about 
MySQL and SQL.,You will get 1 point for each correct answer. At the end of the Quiz, your total score will be displayed. Maximum score is 25 points.",,,
"MySQL , Operator",BETWEEN,"The MySQL BETWEEN Operator,Demo Database,BETWEEN Example,NOT BETWEEN Example,BETWEEN with IN Example,BETWEEN Text Values Example,NOT BETWEEN Text Values Example,Sample Table,BETWEEN Dates Example","Example,Example,Example,Example,Example,Example,Example","The , operator selects values within a given range. The values can be numbers, text, or dates.,The , operator is inclusive: begin and end values are included.,Below is a selection from the ""Products"" table in the Northwind 
sample database:,The following SQL statement selects all products with a price between 10 and 20:,To display the products outside the range of the previous example, use ,:,The following SQL statement selects all products with a price between 10 and 
20. In addition; do not show products with a CategoryID of 1,2, or 3:,The following SQL statement selects all products with a ProductName between ""Carnarvon 
Tigers"" and ""Mozzarella di Giovanni"":,The following SQL statement selects all products with a ProductName between ""Carnarvon 
Tigers"" and ""Chef Anton's Cajun Seasoning"":,The following SQL statement selects all products with a ProductName not 
between ""Carnarvon 
Tigers"" and ""Mozzarella di Giovanni"":,Below is a selection from the ""Orders"" table in the Northwind 
sample database:,The following SQL statement selects all orders with an OrderDate between '01-July-1996' and 
'31-July-1996':",,,
MySQL ,Examples,"MySQL SELECT,MySQL WHERE,MySQL AND, OR and NOT,MySQL ORDER BY,MySQL NULL Values,MySQL LIMIT,MySQL MIN() and MAX(),MySQL COUNT(), AVG() and SUM(),MySQL LIKE,MySQL Wildcards,MySQL IN,MySQL BETWEEN,MySQL Aliases,MySQL Joins,MySQL UNION,MySQL GROUP BY,MySQL HAVING,MySQL EXISTS,MySQL ANY and ALL,MySQL CASE,MySQL Comments,MySQL Database",,MySQL Database tutorials can be found here:,,,
 ,MySQL Data Types,MySQL Data Types (Version 8.0),,"The data type of a column defines what value the column can hold: 
integer, character, money, date and time, binary, 
and so on.,Each column in a database table is required to have a name and a data type.,An SQL developer must decide what type of data that will be stored inside each 
column when creating a table. The data type is a 
guideline for SQL to understand what type of data is expected inside of each 
column, and it also identifies how SQL will interact with the stored data.,In MySQL there are three main data types: string, numeric, and date and time., All the numeric data types may have an extra option: UNSIGNED 
or ZEROFILL. If you add the UNSIGNED option, MySQL disallows negative values for 
the column. If you add the ZEROFILL option, MySQL automatically also adds the 
UNSIGNED attribute to the column.",,,
"MySQL , Field",AUTO INCREMENT,"What is an AUTO INCREMENT Field?,MySQL AUTO_INCREMENT Keyword",,"Auto-increment allows a unique number to be generated automatically when a new record is inserted into a table.,Often this is the primary key field that we would like to be created automatically every time a new record is inserted.,MySQL uses the , keyword to perform an auto-increment feature.,By default, the starting value for , is 1, and it will increment by 1 for each new record.,The following SQL statement defines the ""Personid"" column to be an auto-increment primary key field in the ""Persons"" table:,To let the , sequence start with another value, use the following SQL statement:,When we insert a new record into the ""Persons"" table, we do NOT have to specify a value for the ""Personid""
column (a unique value will be added automatically):,The SQL statement above would insert a new record into the ""Persons"" table. The 
""Personid"" column would be assigned a unique value automatically. The ""FirstName"" column would be set to 
""Lars"" and the ""LastName"" column would be set to ""Monsen"".",,,
MySQL ,Views,"MySQL CREATE VIEW Statement,MySQL CREATE VIEW Examples,MySQL Updating a View,MySQL Dropping a View","Example,Example,Example,Example,Example,Example","In SQL, a view is a virtual table based on the result-set of an SQL statement.,A view contains rows and columns, just like a real table. The fields in a view are fields from one or more real tables in the database.,You can add SQL statements and functions to a view and present the data as if the data were coming from one single table.,A view is created with the , statement., A view always shows up-to-date data! The database engine recreates the 
view, every time a user queries it.,The following SQL creates a view that shows all customers from Brazil:,We can query the view above as follows:,The following SQL creates a view that selects every product in the ""Products"" table with a price higher than the average price:,We can query the view above as follows:,A view can be updated with the , statement.,The following SQL adds the ""City"" column to the ""Brazil Customers"" view:,A view is deleted with the , statement.,The following SQL drops the ""Brazil Customers"" view:",,,
MySQL ,Functions,"MySQL String Functions,MySQL Numeric Functions,MySQL Date Functions,MySQL Advanced Functions",,"MySQL has many built-in functions.,This reference contains string, numeric, date, and some advanced functions 
in MySQL.",,,
"MySQL , Statement",CREATE INDEX,"MySQL CREATE INDEX Statement,MySQL CREATE INDEX Example,DROP INDEX Statement",,"The , statement is used to create indexes in tables.,Indexes are used to retrieve data from the database more quickly than 
otherwise. The users cannot see the indexes, they are just used to speed up searches/queries.,Creates an index on a table. Duplicate values are allowed:,Creates a unique index on a table. Duplicate values are not allowed:,The SQL statement below creates an index named ""idx_lastname"" on the ""LastName"" column in the ""Persons"" table:,If you want to create an index on a combination of columns, you can list the column names within the parentheses, separated by commas:,The , statement is used to delete an index in a table.",,,
"MySQL , Constraint",DEFAULT,"MySQL DEFAULT Constraint,DEFAULT on CREATE TABLE,DEFAULT on ALTER TABLE,DROP a DEFAULT Constraint",,"The , constraint is used to set a default value for a column.,The default value will be added to all new records, if no other value is specified.,The following SQL sets a , value for the ""City"" column when the ""Persons"" table is created:,The , constraint can also be used to insert system values, by using functions like ,:,To create a , constraint on the ""City"" column when the table is already created, use the following SQL:,To drop a , constraint, use the following SQL:",,,
"MySQL , Constraint",CHECK,"MySQL CHECK Constraint,CHECK on CREATE TABLE,CHECK on ALTER TABLE,DROP a CHECK Constraint",,"The , constraint is used to limit the value range that can be placed in a column.,If you define a , constraint on a column it 
will allow only certain values for this column.,If you define a , constraint on a table it can limit the values in certain columns based on values in other columns in the row.,The following SQL creates a , constraint on the ""Age"" column when the ""Persons"" table is created.
The , constraint ensures that the age of a person must be 18, or older:,To allow naming of a , constraint, and for defining a , constraint on multiple columns, use the following SQL syntax:,To create a , constraint on the ""Age"" column when the table is already created, use the following SQL:,To allow naming of a , constraint, and for defining a , constraint on multiple columns, use the following SQL syntax:,To drop a , constraint, use the following SQL:",,,
"MySQL , Constraint",FOREIGN KEY,"MySQL FOREIGN KEY Constraint,FOREIGN KEY on CREATE TABLE,FOREIGN KEY on ALTER TABLE,DROP a FOREIGN KEY Constraint",,"The , constraint is used to prevent actions that would destroy links between tables.,A , is a field (or collection of fields) in one table, that refers to 
the , in another table.,The table with the foreign key is called the child table, and the table 
with the primary key is called the referenced or parent table.,Look at the following two tables:,Notice that the ""PersonID"" column in the ""Orders"" table points to the ""PersonID"" column in the ""Persons"" table.,The ""PersonID"" column in the ""Persons"" table is the , in the ""Persons"" table.,The ""PersonID"" column in the ""Orders"" table is a , in the ""Orders"" table.,The , constraint prevents invalid data from being inserted into the foreign key column,
because it has to be one of the values contained in the parent table.,The following SQL creates a , on the ""PersonID"" column when the ""Orders"" table is created:,To allow naming of a , constraint, and for defining a , constraint on multiple columns, use the following SQL syntax:,To create a , constraint on the ""PersonID"" column when the ""Orders"" table is already created, use the following SQL:,To allow naming of a , constraint, and for defining a , constraint on multiple columns, use the following SQL syntax:,To drop a , constraint, use the following SQL:",,,
"MySQL , Constraint",PRIMARY KEY,"MySQL PRIMARY KEY Constraint,PRIMARY KEY on CREATE TABLE,PRIMARY KEY on ALTER TABLE,DROP a PRIMARY KEY Constraint",,"The , constraint uniquely identifies each record in a table.,Primary keys must contain UNIQUE values, and cannot contain NULL values.,A table can have only ONE primary key; and in the table, this primary key can 
consist of single or multiple columns (fields).,The following SQL creates a , on the ""ID"" column when the ""Persons"" table is created:,To allow naming of a , constraint, and for defining a 
, constraint on multiple columns, use the following SQL syntax:, In the example above there is only ONE , (PK_Person). 
However, the VALUE of the primary key is made up of TWO COLUMNS (ID + LastName).,
,To create a , constraint on the ""ID"" column when the table is already created, use the following SQL:,To allow naming of a , constraint, and for defining a 
, constraint on multiple columns, use the following SQL syntax:, If you use , to add a primary key, the primary key column(s) must
have been declared to not contain NULL values (when the table was first created).,To drop a , constraint, use the following SQL:",,,
"MySQL , Constraint",UNIQUE,"MySQL UNIQUE Constraint,UNIQUE Constraint on CREATE TABLE,UNIQUE Constraint on ALTER TABLE,DROP a UNIQUE Constraint",,"The , constraint ensures that all values in a column are different.,Both the , and 
, constraints provide a guarantee for uniqueness for a column or set of columns.,A , constraint automatically has a
, constraint.,However, you can have many , constraints per table, but only one 
, constraint per table.,The following SQL creates a , constraint on the ""ID"" column when the ""Persons"" table is created:,To name a , constraint, and to define a 
, constraint on multiple columns, use the following SQL syntax:,To create a , constraint on the ""ID"" column when the table is already created, use the following SQL:,To name a , constraint, and to define a 
, constraint on multiple columns, use the following SQL syntax:,To drop a , constraint, use the following SQL:",,,
"MySQL , Constraint",NOT NULL,"MySQL NOT NULL Constraint,NOT NULL on CREATE TABLE,NOT NULL on ALTER TABLE","Example,Example","By default, a column can hold NULL values.,The , constraint enforces a column to NOT accept NULL values.,This enforces a field to always contain a value, which means that you cannot insert a new record, or update a record without adding a value to this field.,The following SQL ensures that the ""ID"", ""LastName"", and 
""FirstName"" columns 
will NOT accept NULL values when the ""Persons"" table is created:,To create a , constraint on the ""Age"" column when the ""Persons"" table is already created, use the following SQL:",,,
"MySQL , Statement",ALTER TABLE,"MySQL ALTER TABLE Statement,ALTER TABLE - ADD Column,ALTER TABLE - DROP COLUMN,ALTER TABLE - MODIFY COLUMN,MySQL ALTER TABLE Example,Change Data Type Example,DROP COLUMN Example","Example,Example,Example,Example,Example","The , statement is used to add, delete, or modify columns in an existing table.,The , statement is also used to add and drop various constraints on 
an existing table.,To add a column in a table, use the following syntax:,The following SQL adds an ""Email"" column to the ""Customers"" table:,To delete a column in a table, use the following syntax (notice that some 
database systems don't allow deleting a column):,The following SQL deletes the ""Email"" column from the ""Customers"" table:,To change the data type of a column in a table, use the following syntax:,Look at the ""Persons"" table:,Now we want to add a column named ""DateOfBirth"" in the ""Persons"" table.,We use the following SQL statement:,Notice that the new column, ""DateOfBirth"", is of type date and is going to hold a 
date. The data type specifies what type of data the column can hold. For a complete 
reference of all the data types available in MySQL, 
go to our complete ,.,The ""Persons"" table will now look like this:,Now we want to change the data type of the column named ""DateOfBirth"" in the ""Persons"" table.,We use the following SQL statement:,Notice that the ""DateOfBirth"" column is now of type year and is going to hold a year in a two- or four-digit format.,Next, we want to delete the column named ""DateOfBirth"" in the ""Persons"" table.,We use the following SQL statement:,The ""Persons"" table will now look like this:",,,
MySQL ,Constraints,"Create Constraints,MySQL Constraints",,"SQL constraints are used to specify rules for data in a table.,Constraints can be specified when the table is created with the 
, statement, or after the table is created 
with the , statement.,SQL constraints are used to specify rules for the data in a table.,Constraints are used to limit the type of data that can go into a table. This 
ensures the accuracy and reliability of the data in the table. If there is any violation between the constraint and the data action, 
the action is aborted.,Constraints can be column level or table level. Column level constraints 
apply to a column, and table level constraints apply to the whole table.,The following constraints are commonly used in SQL:"," - Ensures that a column cannot have a NULL value, - Ensures that all values in a column are 
  different, - A combination of a 
  , and ,. 
  Uniquely identifies each row in a table, 
  - Prevents actions that would destroy links between tables, , - Ensures that 
  the values in a column satisfies a specific condition, , - Sets a default value for a column 
  if no value 
  is specified, , - Used to create and retrieve data from the database 
  very quickly",,
"MySQL , Statement",DROP DATABASE,"The MySQL DROP DATABASE Statement,DROP DATABASE Example",Example,"The , statement is used to drop an existing SQL database.,The following SQL statement drops the existing database ""testDB"":",,,
MySQL ,Comments,"MySQL Comments,Single Line Comments,Multi-line Comments","Example,Example,Example,Example,Example,Example,Example","Comments are used to explain sections of SQL statements, or to prevent execution 
of SQL statements.,Single line comments start with ,.,Any text between -- and the end of the line will be ignored (will not be executed).,The following example uses a single-line comment as an explanation:,The following example uses a single-line comment to ignore the end of a line:,The following example uses a single-line comment to ignore a statement:,Multi-line comments start with , and end with 
,.,Any text between /* and */ will be ignored.,The following example uses a multi-line comment as an explanation:,The following example uses a multi-line comment to ignore many statements:,To ignore just a part of a statement, also use the /* */ comment.,The following example uses a comment to ignore part of a line:,The following example uses a comment to ignore part of a statement:",,,
MySQL ,Working With Dates,"MySQL Dates,MySQL Date Data Types,Working with Dates",,"As long as your data contains only the date portion, your queries will work as expected. However, if a time portion is involved, it gets 
more complicated.,MySQL comes with the following data types for storing a date or a date/time value in the database:, The date data type are set for a column when you create a new table in your database!,Look at the following table:,Now we want to select the records with an OrderDate of ""2008-11-11"" from the table above.,We use the following , statement:,The result-set will look like this:,Now, assume that the ""Orders"" table looks like this (notice the 
added time-component in the ""OrderDate"" column):,If we use the same , statement as above:,we will get no result! This is because the query is looking only for dates with no time portion."," , - format YYYY-MM-DD, , - format: YYYY-MM-DD HH:MI:SS, - format: YYYY-MM-DD HH:MI:SS, , - format YYYY or YY",,
"MySQL , Statement",DROP TABLE,"The MySQL DROP TABLE Statement,MySQL DROP TABLE Example,MySQL TRUNCATE TABLE",Example,"The , statement is used to drop an existing table in a database.,The following SQL statement drops the existing table ""Shippers"":,The , statement is used to delete the data inside a table, but 
not the table itself.",,,
"MySQL , Statement",CREATE TABLE,"The MySQL CREATE TABLE Statement,MySQL CREATE TABLE Example,Create Table Using Another Table","Example,Example","The , statement is used to create a new table in a database.,The column parameters specify the names of the columns of the table.,The datatype parameter specifies the type of data the column can hold (e.g. varchar, integer, date, etc.)., For an overview of the available data types, go to our complete ,.,The following example creates a table called ""Persons"" that contains five columns: PersonID, LastName, FirstName, 
Address, and City:,The PersonID column is of type int and will hold an integer.,The LastName, FirstName, Address, and City columns are of type varchar and will hold characters, and the maximum length for these fields 
is 255 characters.,The empty ""Persons"" table will now look like this:, The empty ""Persons"" table can now be filled with data with the 
SQL , statement.,A copy of an existing table can also be created using ,.,The new table gets the same column definitions. All columns or specific columns can be selected.,If you create a new table using an existing table, the new table will be filled with the existing values from the old table.,The following SQL creates a new table called ""TestTables"" (which is 
a copy of the ""Customers"" table): ",,,
"MySQL , Statement",CREATE DATABASE,"The MySQL CREATE DATABASE Statement,CREATE DATABASE Example",Example,"The , statement is used to create a new SQL database.,The following SQL statement creates a database called ""testDB"":",,,
MySQL ,Operators,"MySQL Arithmetic Operators,MySQL Bitwise Operators,MySQL Comparison Operators,MySQL Compound Operators,MySQL Logical Operators",,,,,
MySQL ,Wildcards,"MySQL Wildcard Characters,Demo Database,Using the % Wildcard,Using the _ Wildcard","Example,Example,Example,Example","A wildcard character is used to substitute one or more characters in a string.,Wildcard characters are used with the , 
operator. The , operator is used in a , clause to search for a specified pattern in a column.,The wildcards can also be used in combinations!,Here are some examples showing different , operators with '%' and '_' wildcards:,The table below shows the complete ""Customers"" table from the Northwind sample database:,The following SQL statement selects all customers with a City starting with ""ber"":,The following SQL statement selects all customers with a City containing the 
pattern ""es"": ,The following SQL statement selects all customers with a City starting with any character, followed by ""ondon"":,The following SQL statement selects all customers with a City starting with 
""L"", followed by any character, followed by ""n"", followed by any character, followed by ""on"":",,,
"MySQL , Functions",MIN() and MAX(),"MySQL MIN() and MAX() Functions,Demo Database,MIN() Example,MAX() Example","Example,Example","The , function returns the smallest value of the selected column.,The , function returns the largest value of the selected column.,Below is a selection from the ""Products"" table in the Northwind sample database:,The following SQL statement finds the price of the cheapest product:,The following SQL statement finds the price of the most expensive product:",,,
"MySQL , Operator",IN,"The MySQL IN Operator,Demo Database,IN Operator Examples","Example,Example,Example","The , operator allows you to specify multiple values in a , clause.,The , operator is a shorthand for multiple , conditions.,or:,The table below shows the complete ""Customers"" table from the Northwind sample database:,The following SQL statement selects all customers that are located in ""Germany"", ""France"" 
or ""UK"":,The following SQL statement selects all customers that are NOT located in ""Germany"", ""France"" or ""UK"":,The following SQL statement selects all customers that are from the same 
countries as the suppliers:",,,
"MySQL , Clause",LIMIT,"The MySQL LIMIT Clause,Demo Database,MySQL LIMIT Examples,ADD a WHERE CLAUSE","Example,Example","The , clause is used to specify the number of records to return.,The , clause is useful on large tables with thousands of 
records. Returning a large number of records can impact performance.,Below is a selection from the ""Customers"" table in the Northwind sample database:,The following SQL statement selects the first three records from the ""Customers"" table:,The following SQL statement selects the first three records from the ""Customers"" table, 
where the country is ""Germany"":",,,
"MySQL , Functions",NULL,"MySQL IFNULL() and COALESCE() Functions,MySQL IFNULL() Function,MySQL COALESCE() Function",,"Look at the following ""Products"" table:,Suppose that the ""UnitsOnOrder"" column is optional, and may contain NULL values.,Look at the following SELECT statement:,In the example above, if any of the ""UnitsOnOrder"" values are NULL, the result 
will be NULL.,The MySQL , function lets you 
return an alternative value if an expression is NULL.,The example below returns 0 if the value is NULL:,Or we can use the , function, like this:",,,
"MySQL , Statement",DELETE,"The MySQL DELETE Statement,Demo Database,SQL DELETE Example,Delete All Records","Example,Example","The , statement is used to delete existing records in a table.,Below is a selection from the ""Customers"" table in the Northwind sample 
database:,The following SQL statement deletes the customer ""Alfreds Futterkiste"" from 
the ""Customers"" table:,The ""Customers"" table will now look like this:,It is possible to delete all rows in a table without deleting the table. This 
means that the table structure, attributes, and indexes will be intact:,The following SQL statement deletes all rows in the ""Customers"" table, 
without deleting the table:",,,
