H1_leftside_heading,H1_rightside_heading,H2,H3,All_para,li,div,div_2
"ASP , and ","Forms,User Input","More Examples,User Input ,Request.QueryString,Request.Form ,Form Validation",,"The Request.QueryString and Request.Form commands are used to retrieve user input from forms.,
How to interact with the user, with the Request.QueryString command.,
How to interact with the user, with the Request.Form command.,
How to interact with the user, through radio buttons, with the Request.Form command.,The Request object can be used to retrieve user information from forms.,User input can be retrieved with the Request.QueryString or Request.Form command. ,The Request.QueryString command is used to collect values in a form with method=""get"".,Information sent from a form with the GET method is visible to everyone (it will be displayed in the browser's address bar)
and has limits on the amount of information to send.,If a user typed ""Bill"" and ""Gates"" in the HTML form above, the URL sent to the server would look like this:,Assume that ""simpleform.asp"" contains the following ASP script:,The browser will display the following in the body of the document:,The Request.Form
command is used to collect values in a form with method=""post"".,Information sent from a form with the POST method 
is invisible to others and has no limits on the amount of information to send.,If a user typed ""Bill"" and ""Gates"" in the HTML form 
above, the URL sent to the server would look like this: ,Assume that ""simpleform.asp"" contains the following ASP script:,The browser will display the following in the body of the document:,User input should be validated on the browser whenever possible (by client scripts).
Browser validation is faster and reduces the server load.,You should consider server validation if the user input will be
inserted into a database. A good way to validate a form on the server is to post
the form to itself, instead of jumping to a different page. The user will then
get the error messages on the same page as the form. This makes it easier to
discover the error.",,,
ASP.NET Razor ,- C# Logic Conditions,"The If Condition,The Else Condition,The Else If Condition,Switch Conditions","Example,Example,Example,Example","Programming Logic: Execute code based on conditions.,C# lets you execute code based on conditions.,To test a condition you use an ,. The if 
statement returns true or false, based on your test:,An if statement can include an ,.,The else condition defines the code to be executed if the condition is false., In the example above, if the first condition is true, it will be executed. 
The else condition covers ""everything else"".,Multiple conditions can be tested with an ,: ,In the example above, if the first condition is true, it will be executed.,If not, then if the next condition is true, this condition will be executed.,You can have any number of else if conditions.,If none of the if and else if conditions are true, the last else block 
(without a condition) covers ""everything else"".,A , can be used to test a number of individual conditions:,
The test value (day) is in parentheses. Each individual test condition has a case 
value that ends with a colon, and any number of code lines ending with a break 
statement. If the test value matches the case value, the code lines are 
executed. 
,
A switch block can have a default case (default:) for  
""everything else"" that runs if none of the cases are true.
","The if statement starts a code block,The condition is written inside parenthesis,The code inside the braces is executed if the test is true",,
ASP.NET Razor ,- C# Loops and Arrays,"For Loops,For Each Loops,While Loops,Arrays","Example,Example,Example,Example","Statements can be executed repeatedly in loops.,If you need to run the same statements repeatedly, you can program a loop.,If you know how many times you want to loop, you can use a ,. This 
kind of loop is especially useful for counting up or counting down:,If you work with a collection or an array, you often use a ,.,A collection is a group of similar objects, and the for each loop lets 
you carry out a task on each item. The for each loop walks through a 
collection until it is finished.,The example below walks through the ASP.NET Request.ServerVariables 
collection.,The , is a general purpose loop. ,A while loop begins with the while keyword, followed by parentheses, where you 
specify how long the loop continues, then a block to repeat.,While loops typically add to, or subtract from, a 
variable used for counting.,In the example below, the += operator adds 1 to the variable i, each time the 
loop runs.,An array is useful when you want to store similar variables but don't want to 
create a separate variable for each of them:",,,
ASP.NET Razor ,- Markup,"What is Razor?,Razor Syntax,Razor Helpers,Razor Programming Languages",,"Razor is not a programming language. It's a server side markup language. ,Razor is a markup syntax that 
lets you embed server-based code (Visual Basic and C#) into web pages.,Server-based code can create dynamic web content on the fly, while a web page 
is written to the browser. When a web page is called, the server executes the 
server-based code inside the page before it returns the page to the browser. By 
running on the server, the code can perform complex tasks, like accessing 
databases. ,Razor is based 
on ASP.NET, and designed 
for creating web applications. It has the power of traditional ASP.NET markup, 
but it is easier to use, and easier to learn.,Razor uses a syntax very similar to PHP and Classic ASP.,Razor:,PHP:,Classic ASP:,ASP.NET helpers are components that can be accessed by single lines of 
Razor code.,You can build your own helpers using Razor syntax, or 
use built-in ASP.NET helpers.,Below is a short description of some useful Razor helpers:,Razor supports both C# (C sharp) and VB (Visual Basic).","Web Grid,Web Graphics,Google Analytics,Facebook Integration,Twitter 
Integration,Sending Email,Validation",,
ASP.NET Razor ,- C# Variables,"Variables,Data Types,Operators,Converting Data Types",Examples,"Variables are named entities used to store data.,Variables are used to store data.,The name of a variable must begin with an alphabetic character and 
cannot contain whitespace or reserved characters. ,A variable can be of a 
specific type, indicating the kind of data it stores. String variables store 
string values (""Welcome to W3Schools""), integer variables store number values 
(103), date variables store date values, etc.,Variables are declared 
using the var keyword, or by using the type (if you want to declare the type), 
but ASP.NET can usually determine data types automatically.,Below is a list of  common data types:,An operator tells ASP.NET what kind of command to perform in an expression., The C# language supports many operators. Below is a list of common operators:,Converting from one data type to another is sometimes useful.,The most 
common example is to convert string input to another type, such as an integer or 
a date.,As a rule, user input comes as strings, even if the user entered a number. 
Therefore, numeric input values must be converted to numbers before they can be 
used in calculations.,Below is a list of common conversion methods:",,,
ADO ,Data Types,,,"The table below shows the ADO Data Type mapping between Access, SQL Server, and Oracle:,* In Oracle 8.0.x - decimal and int are equal to number and number(10).",,,
ASP.NET Razor ,- C# and VB Code Syntax,"Main Razor Syntax Rules for C#,Main Razor Syntax Rules for VB,How Does it Work?,Working With Objects,If and Else Conditions,Reading User Input","C# Example,Example,Example,Example,Example","Razor supports both C# (C sharp) and VB (Visual Basic).,Razor is a simple programming syntax for embedding server code in web pages. ,Razor syntax is based on the ASP.NET framework, the part of the Microsoft.NET Framework that's specifically designed for creating web 
applications.  ,The Razor syntax gives you all the power of ASP.NET, but is using a simplified 
syntax that's easier to learn if you're a beginner, and makes you more 
productive if you're an expert. ,Razor web pages can be described as HTML pages with two kinds of content: 
HTML content and Razor code. ,When the server reads the page, it runs the Razor code first, before it sends 
the HTML page to the browser. The code that is executed on the server can 
perform tasks that cannot be done in the browser, for example accessing a server 
database. Server code can create dynamic HTML content on the fly, before it is 
sent to the browser. Seen from the browser, the HTML generated by server code is 
no different than static HTML content.,ASP.NET web pages with Razor syntax have the special file extension cshtml 
(Razor using C#) or vbhtml (Razor using VB). ,Server coding often involves objects.,The ""DateTime"" object is a typical 
built-in ASP.NET object, but objects can also be self-defined, a web page, a text box, a file, 
a database record, etc.,Objects may have methods they can perform. A 
database record might have a ""Save"" method, an image object might have a 
""Rotate"" method, an email object might have a ""Send"" method, 
and so on.,Objects 
also have properties that describe their characteristics. A database record 
might have a FirstName and a LastName property (among others). ,The ASP.NET 
DateTime object has a Now property (written as DateTime.Now), and the Now property has a 
Day property (written as DateTime.Now.Day). The example below shows how to 
access some properties of the DateTime object:,An important feature of dynamic web pages is that you can determine what to 
do based on conditions.,The common way to do this is with the if ... else statements:,Another important feature of dynamic web pages is that you can read user 
input.,Input is read by the Request[] function, and posting (input) is tested by the 
IsPost condition:","Razor code blocks are enclosed in @{ ... },Inline expressions (variables and functions) start with @,Code statements end with semicolon,Variables are declared with the var keyword,Strings are enclosed with quotation marks,C# code is case sensitive,C# files have the extension .cshtml,Razor code blocks are enclosed in @Code ... End Code,Inline expressions (variables and functions) start with @,Variables are declared with the Dim keyword,Strings are enclosed with quotation marks,VB code is not case sensitive,VB files have the extension .vbhtml",,
"ADO , Object",Record,"Record Object (ADO version 2.5),Syntax,Properties,Methods,Collections,The Fields Collection's Properties",,"The ADO Record object is used to hold a row in a Recordset, a directory, or a
file from a file system.,Only structured databases could be accessed by ADO in versions prior 2.5. In
a structured database, each table has the exact same number of columns in each row, and each column is composed of the same data type.,The Record object allows access to data-sets where the number of columns and/or the data type can
be different from row to row. ",,,
"ADO , Object",Stream,"Stream Object (ADO version 2.5),Syntax,Properties,Methods",,"The ADO Stream Object is used to read, write, and manage a stream of binary data or text.,A Stream object can be obtained in three ways:","From a URL pointing to a document, a folder, or a Record object,By instantiating a Stream object to store data for your application,By opening the default Stream object associated with a Record object",,
"ADO , Object",Recordset,"Examples,Recordset Object,ProgID,Properties,Methods,Events,Collections,The Fields Collection's Properties,The Properties Collection's Properties",,"
This example demonstrates how to use the GetRows method.,The ADO Recordset object is used to hold a set of records from a database table.
A Recordset object consist of records and columns (fields).,In ADO, this object is the most important and the one used most often to 
manipulate data from a database.,Recordset objects can support two types of updating: ,In ADO there are 4 different cursor types defined:,The cursor type can be set by the CursorType property or by the CursorType
parameter in the Open method., Not all providers support all methods or properties of the Recordset
object.,  You cannot handle events using VBScript or JScript (only
Visual Basic, Visual C++, and Visual J++ languages can handle events)."," - all changes are written immediately to the
    database once you call the Update method., - the provider will cache multiple changes and then 
  send them to the database with the UpdateBatch method., - Allows you to see additions, changes, and deletions by other
    users.,Like a dynamic cursor, except that
    you cannot see additions by other users, and it prevents access to records that other users
    have deleted. Data changes by other users will still be visible.,- Provides a static copy of a recordset for you to use to find data or generate
    reports. Additions, changes, or deletions by other users will not be visible. This is the only type of cursor allowed when you open a client-side Recordset object.,- Allows you to only scroll forward through the Recordset. Additions, changes, or deletions by other users will not be visible. ",,
"ADO , Object",Property,"Property Object,ProgID,Properties",,"The ADO Property object represents a dynamic characteristic of an ADO object that is defined by the provider.,Each provider that talks with ADO has different ways of interacting with ADO. Therefore, ADO needs
to store information about the provider in some way. The solution is that the provider gives specific
information (dynamic properties) to ADO. ADO stores each provider property in a Property object
that is again stored in the Properties Collection. The Collection is assigned to
either a Command object, Connection object, Field object, or a Recordset object.",,,
"ADO , Object",Parameter,"Parameter Object,Syntax,Properties,Methods",,"The ADO Parameter object provides information about a single parameter used in a stored procedure or
query.  ,A Parameter object is added to the Parameters Collection when it is created.
The Parameters Collection is associated with a specific Command object, which uses the
Collection to pass parameters in and out of stored procedures and queries.,Parameters can be used to create Parameterized Commands. These commands are (after they have been
defined and stored) using parameters to alter some details of the command before it is executed.
For example, an SQL SELECT statement could use a parameter to define the
criteria of a WHERE clause.,There are four types of parameters: input parameters, output parameters, input/output
parameters and return parameters.",,,
"ADO , Object",Field,"Field Object,ProgID,Properties,Methods,Collections",,"The ADO Field object contains information about a column in a Recordset object. There is one Field object for each
column in the Recordset.",,,
"ADO , Object",Error,"Error Object,Syntax,Properties",,"The ADO Error object contains details about data access errors that have been generated during a
single operation. ,
ADO generates one Error object for each error. Each Error object contains details of the specific
error, and are stored in the Errors collection. To access the errors, you must refer to
a specific connection.,To loop through the Errors collection:",,,
"ADO , Object",Connection,"Connection Object,ProgID,Properties,Methods,Events,Collections",,"The ADO Connection Object is used to create an open connection to a data source. Through this
connection, you can access and manipulate
a database.,If you want to access a database multiple times, you should establish a connection using the Connection object.
You can also make a connection to a database by passing a connection string via a Command or Recordset object. However,
this type of connection is only good for one specific, single query.,  You cannot handle events using VBScript or JScript (only Visual Basic, Visual C++, and Visual J++ languages can handle
events).",,,
"ADO , Object",Command,"Command Object,ProgID,Properties,Methods,Collections",,"The ADO Command object is used to execute a single query against a database. The query can
perform actions like creating, adding, retrieving, deleting or updating
records.,If the query is used to retrieve data, the data will be returned as a RecordSet object. This means that the retrieved data can be manipulated by
properties, collections, methods, and events of the Recordset object.,The major feature of the Command object is the ability to use stored queries and procedures
with parameters.",,,
ADO ,Speed Up With GetString(),"Multiple Response.Write's,The GetString() Method",Example,"Use the GetString() method to speed up your ASP script (instead 
of using multiple Response.Write's).,The following example demonstrates one way of how to display a  
database query in an HTML table:,For a large query, this can slow down the script processing time, since 
many Response.Write commands must be processed by the server.,The solution is to have the entire string created, from <table> to </table>, 
and then output it - using Response.Write just once.,The GetString() method allows you to display the string with only one Response.Write. 
It also eliminates the do...loop code and the conditional test that checks if 
the recordset is at EOF.,To create an HTML table with data from a recordset, we only need to use three of the parameters above 
(all parameters are optional):, The GetString() method is an ADO 2.0 feature. You can download ADO 2.0 at
,.,In the following example we will use the GetString() method to hold the 
recordset as a string: ,The str variable above contains a string of all the columns and rows 
returned by the SQL SELECT statement. Between each 
column the HTML 
</td><td> will appear, and between each row, the HTML </td></tr><tr><td> will 
appear. This will produce the exact HTML we need with only one Response.Write.","coldel - the HTML to use as a column-separator,rowdel - the HTML to use as a row-separator,nullexpr - the HTML to use if a column is NULL",,
ADO ,Demonstration,"Read this First,List, Edit, Update, and Delete Database Records,
Add a New Record to a Database
",,"To demonstrate a small real life ADO application, we have put together a few
ADO demos.,If you try to update the database, you will get the error message: ""You
do not have permission to update this database"". You get this error because
you don't have write access to our server.
,BUT, if you copy the code and run it on your own system, you might get the
same error. That is because the system might see you as an anonymous internet user
when you access the file via your browser. In that case, you have to change the access-rights
to get access to the file.
,Open Windows Explorer, find the .mdb file. Right-click on the .mdb file and 
select Properties. Go to the Security tab and set the access-rights here.,
",,,
ADO ,Delete Records,Delete a Record in a Table,,"We may use the SQL DELETE command to delete a record in a 
table in a database. ,We want to delete a record in the Customers table in the Northwind database. 
We first create a table that lists all records in the Customers table:,If the user clicks on the button in the ""customerID"" column he or she will be 
taken to a new file called ""demo_delete.asp"". The ""demo_delete.asp"" file 
contains the source code on how to create input fields based on the fields from 
one record in the database table. It also contains a ""Delete record"" button 
that will delete the current record:",,,
ADO ,Update Records,Update a Record in a Table,,"We may use the SQL UPDATE command to update a record in a 
table in a database. ,We want to update a record in the Customers table in the Northwind database. 
We first create a table that lists all records in the Customers table:,If the user clicks on the button in the ""customerID"" column he or she will be 
taken to a new file called ""demo_update.asp"". The ""demo_update.asp"" file 
contains the source code on how to create input fields based on the fields from 
one record in the database table. It also contains a ""Update record"" button 
that will save your changes:",,,
ADO ,Add Records,"Add a Record to a Table in a Database,Important,What about Fields With no Data?",,"We may use the SQL INSERT INTO command to add a record to a 
table in a database. ,We want to add a new record to the Customers table in the Northwind database. 
We first create a form that contains the fields we want to collect data from:,When the user presses the submit button the form is sent to a file called ""demo_add.asp"". 
The ""demo_add.asp"" file contains the code that will add a new record to the 
Customers table:,If you use the SQL INSERT command be aware of the following:,In a MS Access database, you can enter zero-length strings ("""") in Text, 
Hyperlink, and Memo fields IF you set the AllowZeroLength property to 
Yes.,Not all databases support zero-length strings and may cause an 
error when a record with blank fields is added. It is important to check what 
data types your database supports.,
","If the table contains a primary key, make sure to append a unique, 
non-Null value to the primary key field (if not, the provider may not append the 
  record, or an error occurs),If the table contains an AutoNumber field, do not include this field in 
  the SQL INSERT command (the value of this field will be taken care of 
  automatically by the provider)",,
ADO ,Sort,"Sort the Data,More Examples",Example,"We may use SQL to specify how to sort the data in the record 
set. ,We want to display the ""Companyname"" and ""Contactname"" fields from the ""Customers"" 
table, ordered by ""Companyname"" (remember to save the file with an .asp extension):,
How to sort the data on a specified fieldname.,
Let the user choose what column to sort on.",,,
ADO ,Queries,"Display Selected Data,More Examples",Example,"We may use SQL to create queries to specify 
only a selected set of records and fields to view.,We want to display only the records from the ""Customers"" table that have a ""Companyname"" 
that starts with an A (remember to save the file with an .asp extension):,
,
How to display only the records from the ""Customers"" table that have a ""Companyname"" 
that is larger than E.,
,
How to display only the Spanish customers from the ""Customers"" table.,
,
Let the user choose which country to show customers from.",,,
