H1_leftside_heading,H1_rightside_heading,H2,H3,All_para,li,div,div_2
Styling React Using CSS,,"Inline Styling,CSS Stylesheet,CSS Modules","Example:,Example:,Example:,App.css:,index.js:,my-style.module.css:,Car.js:,index.js:","There are many ways to style React with CSS, this tutorial will 
take a closer look at three common ways:,To style an element with the inline style attribute, the value must be a 
JavaScript object:,Since the inline CSS is written in a JavaScript object, properties with 
hyphen separators, like ,, 
must be written with camel case syntax:,You can also create an object with styling information, and refer to it in the style attribute:,You can write your CSS styling in a separate file, just save the file with the 
, file extension, and import it in your 
application.,Import the stylesheet in your application:,Another way of adding styles to your application is to use CSS Modules.,CSS Modules are convenient for components that are placed in separate files.,Create the CSS module with the , 
extension, example: ,.,Import the stylesheet in your component:,Import the component in your application:","Inline styling,CSS stylesheets,CSS Modules",,
React Memo,,"Problem,Solution","Example:,Example:","Using , will cause React to skip rendering a component if its props have not changed.,This can improve performance.,In this example, the , component re-renders even when the todos have not changed.,When you click the increment button, the , component re-renders.,If this component was complex, it could cause performance issues.,To fix this, we can use ,.,Use ,to keep the , component from needlessly re-rendering.,Wrap the , component export in ,:,Now the , component only re-renders when the , that are passed to it through props are updated.",,,
"React , Hook",,"Performance,Use ","Example:,Example:","The React , Hook returns a memoized value.,The , Hook only runs when one of its dependencies update.,This can improve performance.,The , Hook can be used to keep expensive, resource intensive functions from needlessly running.,In this example, we have an expensive function that runs on every render.,When changing the count or adding a todo, you will notice a delay in execution.,To fix this performance issue, we can use the , Hook to memoize the , function. This will cause the function to only run when needed.,We can wrap the expensive function call with ,.,The ,Hook accepts a second parameter to declare 
dependencies. The expensive function will only run when its dependencies have changed.,In the following example, the expensive function will only run when , 
is changed and not when todo's are added.",,,
React Router,,"Add React Router,Folder Structure,Basic Usage,Example Explained,Pages / Components",Example,"Create React App doesn't include page routing.,React Router is the most popular solution.,To add React Router in your application, run this in the terminal from the root directory of the application:,To create an application with multiple page routes, let's first start with the file structure.,Within the , folder, we'll create a folder named
, with several files:,:,Each file will contain a very basic React component.,Now we will use our Router in our , file.,We wrap our content first with ,.,Then we define our ,.
An application can have multiple ,.
Our basic example only uses one.,
,s can be nested.
The first , has a path of ,
and renders the , component.,
The nested ,s inherit and add to the parent route.
So the , path is combined with the parent and becomes
,.,
The , component route does not have a path but has an
, attribute.
That specifies this route as the default route for the parent route, which is ,.,
Setting the , to , will act as a 
catch-all for any undefined URLs. This is great for a 404 error page.,
The , component has
, and , elements.,The , renders the current route selected., is used to set the URL and keep track of browsing history.,Anytime we link to an internal path, we will use ,
instead of ,.,The ""layout route"" is a shared component that inserts common content on all pages, such as a navigation menu.",,,
React ,Exercises,"Exercises,Count Your Score",,"You can test your React skills with W3Schools' Exercises.,We have gathered a variety of React exercises (with answers) for each React Chapter.,Try to solve an exercise by filling in the missing parts of a code. If you're stuck, hit the ""Show Answer"" button to see what you've done wrong.,You will get 1 point for
each correct answer. Your score and total score will always be displayed.",,,
W3Schools ,React Certificate,How Does It Work?,,,"Study for free at W3Schools.com,Study at your own speed,Test your skills with W3Schools online quizzes,Apply for your certificate by paying an exam fee,Take your exam online, at any time, and from any location",,
React Forms,,"Adding Forms in React,Handling Forms,Submitting Forms,Multiple Input Fields,Textarea,Select","Example:,Example:,Example:,Example:,Example:,HTML:,Example:","Just like in HTML, React uses forms to allow users to interact with the web page.,You add a form with React like any other element:,This will work as normal, the form will submit and the page will refresh.,But this is generally not what we want to happen in React.,We want to prevent this default behavior and let React control the form.,Handling forms is about how you handle the data when it changes value or gets 
submitted.,In HTML, form data is usually handled by the DOM.,In React, form data is usually handled by the components.,When the data is handled by the components, all the data is stored in the component 
state.,You can control changes by adding event handlers in the
, attribute.,We can use the , Hook to keep track of each inputs value and provide a ""single source of truth"" for the entire application.,You can control the submit action by adding an event handler in the , attribute for the ,:,You can control the values of more than one input field by adding a 
, attribute to each element.,We will initialize our state with an empty object.,To access the fields in the event handler use the
, and
, syntax.,To update the state, use square brackets [bracket notation] around the property name.,The textarea element in React is slightly different from ordinary HTML.,In HTML the value of a textarea was the text between the start tag 
, 
and the end tag ,.,In React the value of a textarea is placed in a value attribute.
We'll use the , Hook to mange the value of the textarea:,A drop down list, or a select box, in React is also a bit different from HTML.,in HTML, the selected value in the drop down list was defined with the , attribute:,In React, the selected value is defined with a ,
attribute on the , tag:,By making these slight changes to , and ,, React is able to handle all input elements in the same way.",,,
React Hooks,,"What is a Hook?,Hook Rules,Custom Hooks",Example:,"Hooks were added to React in version 16.8.,Hooks allow function components to have access to state and other React features. Because of this, class components are generally no longer needed.,Hooks allow us to ""hook"" into React features such as state and lifecycle methods.,You must , Hooks from ,.,Here we are using the , Hook to keep track of the application state.,State generally refers to application data or properties that need to be tracked.,There are 3 rules for hooks:,If you have stateful logic that needs to be reused in several components, you can build your own custom Hooks.,We'll go into more detail in the ,.","Hooks can only be called inside React function components.,Hooks can only be called at the top level of a component.,Hooks cannot be conditional",,
React Lists,,Keys,"Example:,Example:","In React, you will render lists with some type of loop.,The JavaScript , array method is generally the preferred method.,When you run this code in your ,, it will work but you will receive a warning that there is no ""key"" provided for the list items.,Keys allow React to keep track of elements. This way, if an item is updated or removed, only that item will be re-rendered instead of the entire list.,Keys need to be unique to each sibling. But they can be duplicated globally.",,,
React Conditional Rendering,," Statement,Logical , Operator,Ternary Operator","Example:,Example:,Example:,Example:,Example:,Example:","In React, you can conditionally render components.,There are several ways to do this.,We can use the , JavaScript operator to decide which component to render.,Try changing the , attribute to ,:,Another way to conditionally render a React component is by using the , operator.,If ,  is equates to true,
the expression after , will render.,Try emptying the , array:,Another way to conditionally render elements is by using a ternary operator.,We will go back to the goal example.,To learn more, see the , section.",,,
React Props,,"React Props,Pass Data","Example,Example,Example,Example,Example","Props are arguments passed into React components.,Props are passed to components via HTML attributes.,React Props are like function arguments in JavaScript , attributes 
in HTML.,To send props into a component, use the same syntax as HTML attributes:,The component receives the argument as a , object:,Props are also how you pass data from one component to another, as parameters.,If you have a variable to send, and not a string as in the example above, you just put the variable name inside curly brackets:,Or if it was an object:",,,
React Components,,"React Components,Create Your First Component,Rendering a Component,Props,Components in Components,Components in Files","Example,Example,Example,Example,Example,Example,Example","Components are like functions that return HTML elements.,Components are independent and reusable bits of code.
They serve the same purpose as JavaScript functions,
but work in isolation and return HTML.,Components come in two types, Class components and Function components, in 
this tutorial we will concentrate on Function components.,When creating a React component, the component's name , start with an 
upper case letter.,A class component must include the , statement. 
This statement creates an inheritance to React.Component, and gives your component access to React.Component's functions.,The component also requires a , method, 
this method returns HTML.,Here is the same example as above, but created using a Function component instead.,A Function component also returns HTML, and behaves much the same way as a Class component,
but Function components can be written using much less code,
are easier to understand, and will be preferred in this tutorial.,Now your React application has a component called Car, which returns an 
, element.,To use this component in your application, use similar syntax as normal HTML:
,Components can be passed as ,, which stands for properties.,Props are like function arguments, and you send them into the component as attributes.,You will learn more about , in the next chapter.,We can refer to components inside other components:,React is all about re-using code, and it is recommended to split your components into separate files.,To do that, create a new file with a , 
file extension and put the code inside it:,To be able to use the Car component, you have to import the file in your 
application.",,,
React Events,,"Adding Events,Passing Arguments,React Event Object","React:,HTML:,Example:,Example:,Example:","Just like HTML DOM events, React can perform actions based on user events.,React has the same events as HTML: click, change, mouseover etc.,React events are written in camelCase syntax:,
instead of ,.,React event handlers are written inside curly 
braces:,  instead of
,. ,To pass an argument to an event handler, use an arrow function.,Event handlers have access to the React event that triggered the function.,In our example the event is the ""click"" event.,This will come in handy when we look at , in 
a later chapter.",,,
React Class Components,,"React Components,Create a Class Component,Component Constructor,Props,Props in the Constructor,Components in Components,Components in Files,React Class Component State,Creating the state Object,Using the , Object,Changing the , Object,Lifecycle of Components,Mounting,Updating,Unmounting","Example,Example,Example,Example,Example,Example,Example,Example,Example,Example,Example,Example:,Example:,Example:,Example:,Example:,Example:,Example:,Example:,Example:,Example:,Example:,Example:,Example:","Before React 16.8, Class components were the only way to track state and lifecycle on a React component.
Function components were considered ""state-less"".,With the addition of Hooks, Function components are now almost equivalent to Class components.
The differences are so minor that you will probably never need to use a Class component in React.,Even though Function components are preferred, there are no current plans on removing Class components from React.,This section will give you an overview of how to use Class components in React.,Components are independent and reusable bits of code.
They serve the same purpose as JavaScript functions,
but work in isolation and return HTML via a render() function.,Components come in two types, Class components and Function components, in 
this chapter you will learn about Class components.,When creating a React component, the component's name must start with an 
upper case letter.,The component has to include the , statement, this statement creates an inheritance to 
React.Component, and gives your component access to React.Component's functions.,The component also requires a , method, 
this method returns HTML.,Now your React application has a component called Car, which returns a 
, element.,To use this component in your application, use similar syntax as normal HTML:
,If there is a , function in your component, this function will be called when the 
component gets initiated.,The constructor function is where you initiate the component's properties.,In React, component properties should be kept in an object called
,.,You will learn more about , later in 
this tutorial.,The constructor function is also where you honor the inheritance of the 
parent component by including the , 
statement, which executes the parent component's constructor function, and your component has access to all the functions of 
the parent component (,).,Use the color property in the render() function:,Another way of handling component properties is by using ,.,Props are like function arguments, and you send them into the component as attributes.,You will learn more about , in the next chapter.,If your component has a constructor function,
the props should always be passed to the constructor and also to the React.Component via the , method.,We can refer to components inside other components:,React is all about re-using code, and it can be smart to insert some of your 
components in separate files.,To do that, create a new file with a , 
file extension and put the code inside it:,Note that the file must start by importing React (as before), and it has to 
end with the statement ,.,To be able to use the , component, you have to import the file in your 
application.,React Class components have a built-in , object.,You might have noticed that we used , earlier in the component constructor section.,The , object is where you store property values that belongs to the component.,When the , object changes, the component re-renders.,The state object is initialized in the constructor:,The state object can contain as many properties as you like:,Refer to the , object anywhere in the component by using the
, syntax:,To change a value in the state object, use the , method.,When a value in the , object changes, 
the component will re-render, meaning that the output will change according to 
the new value(s).,Each component in React has a lifecycle which you can monitor and manipulate during its 
three main phases.,The three phases are: ,, ,, and
,.,Mounting means putting elements into the DOM.,React has four built-in methods that gets called, in this order, when 
mounting a component:,The , method is required and will 
always be called, the others are optional and will be called if you define them.,The , method is called before anything else, 
when the component is initiated, and it is the natural 
place to set up the initial , and other 
initial values.,The , method is called with the 
,, as arguments, and you should always 
start by calling the , before 
anything else, this will initiate the parent's constructor method and allows the 
component to inherit methods from its parent (,).,The , method is 
called right before rendering the element(s) in the DOM.,This is the natural place to set the , object based on the initial 
,.
,It takes , as an argument, and returns an object with changes to the
,.,The example below starts with the favorite color being 
""red"", but the
, method updates the favorite color based on the
, attribute:,The , method is required, and is the 
method that actually outputs the HTML to the DOM.,The , method is called after the 
component is rendered.,This is where you run statements that requires that the component is already placed in the DOM.,The next phase in the lifecycle is when a component is ,.,A component is updated whenever there is a change in the component's
, or ,.,React has five built-in methods that gets called, in this order, when a component 
is updated:,The , method is required and will 
always be called, the others are optional and will be called if you define them.,Also at , the , method is 
called. This is the first method that is called when a component gets updated.,This is still the natural place to set the , object based on the initial props.


,The example below has a button that changes the favorite color to blue, but 
since the , method is called, 
which updates the state with the color from the favcol attribute, the favorite color is 
still 
rendered as yellow:,In the , method
you can return a Boolean value that specifies whether React should continue with the rendering or not.,The default value is ,.,The example below shows what happens when the , method returns ,:,The , method is of course called when a component gets ,, 
it has to re-render the HTML to the DOM, with the new changes.,The example below has a button that changes the favorite color to blue:,In the , method
you have access to the , and 
, , the update, meaning that 
even after the update, you can check what the values were , the 
update.,If the , method
is present, you should also include the , method, otherwise you will get an error.,The example below might seem complicated, but all it does is this:,When the component is , it is rendered with the favorite 
color ""red"".,When the component , a timer changes the state, and 
after one second, the favorite color becomes ""yellow"".,This action triggers the , phase, and since this component has a , method, this method is executed, and writes a 
message to the empty DIV1 element.,Then the , method is 
executed and writes a message in the empty DIV2 element:, ,The , method
is called after the component is updated in the DOM.,The example below might seem complicated, but all it does is this:,When the component is , it is rendered with the favorite 
color ""red"".,When the component , a timer changes the state, and 
the color becomes ""yellow"".,This action triggers the , phase, and since this component has 
a , method, this method is 
executed and writes a message in the empty DIV element:,The next phase in the lifecycle is when a component is removed from the DOM, or , as React likes to call it.,React has only one built-in method that gets called when a component is unmounted:,The , method is 
called when the component is about to be removed from the DOM.",,,
React ES6,,"What is ES6?,Why Should I Learn ES6?",,"ES6 stands for ECMAScript 6.,ECMAScript was created to standardize JavaScript, and ES6 is the 6th version 
of ECMAScript, it was published in 2015, and is also known as ECMAScript 2015.,React uses ES6, and you should be familiar with some of the new features 
like:"," (let, const, var), like ",,
React JSX,,"What is JSX?,Coding JSX,Expressions in JSX,Inserting a Large Block of HTML,One Top Level Element,Elements Must be Closed,Attribute class = className,Conditions - if statements","Example 1,Example 2,Example,Example,Example,Example,Example,Example,Example,Example","JSX stands for JavaScript XML.,JSX allows us to write HTML in React.,JSX makes it easier to write and add HTML in React.,JSX allows us to write HTML elements in JavaScript and place them in the DOM 
without any ,  and/or
, methods.,JSX converts HTML tags into react elements.,Here are two examples. The first uses JSX and the second does 
not:,As you can see in the first example, JSX allows us to write HTML directly within the JavaScript code.,JSX is an extension of the JavaScript language based on ES6, and is translated into regular JavaScript at runtime.,With JSX you can write expressions inside curly braces ,.,The expression can be a React variable, or property, or any other valid JavaScript expression. JSX will execute the expression and return the result:,To write HTML on multiple lines, put the HTML inside parentheses:,The HTML code must be wrapped in , top level element.,So if you like to write , paragraphs, you must put them inside a 
parent element, like a , element.,Alternatively, you can use a ""fragment"" to wrap multiple lines.
This will prevent unnecessarily adding extra nodes to the DOM.,A fragment looks like an empty HTML tag: ,.,JSX follows XML rules, and therefore HTML elements must be properly closed.,The , attribute is a much used attribute 
in HTML, but since JSX is rendered as JavaScript, and the
, keyword is a reserved word in JavaScript, 
you are not allowed to use it in JSX.,JSX solved this by using , instead. 
When JSX is rendered, it translates , 
attributes into , attributes.,React supports , statements, but not ,JSX.,To be able to use conditional statements in JSX, you should put the , 
statements outside of the JSX, or you could use a ternary expression instead:,Write , statements outside of the JSX code:,Use ternary expressions instead:",,,
React Introduction,,"What is React?,How does React Work?,React.JS History",,"React, sometimes referred to as a frontend JavaScript framework, is a 
JavaScript library created by Facebook.,React is a tool for building UI components.,Instead of manipulating the browser's DOM directly, React creates a virtual 
DOM in memory, where it does all the necessary manipulating, before making the 
changes in the browser DOM.,React finds out what changes have been 
made, and changes , 
what needs to be changed. ,You will learn the various aspects of how React does this in the rest of this 
tutorial.,Current version of React.JS is V17.0.2 (August 2021).,Initial Release to the Public (V0.3.0) was in July 2013.,React.JS was first used in 2011 for Facebook's Newsfeed feature. ,Facebook Software Engineer, Jordan Walke, created it.,Current version of , is 
v4.0.3 (August 2021)., includes built tools such 
as webpack, Babel, and ESLint.",,,
React Getting Started,,"React Directly in HTML,Setting up a React Environment,Run the React Application,Modify the React Application,What's Next?","Example,Example,Example","To get an overview of what React is, you can write React 
code directly in HTML.,But in order to use React in production, you need npm and 
, installed.,The quickest way start learning React is to 
write React directly in your HTML files.,Start by including three scripts, the first two let us write React code in our 
JavaScripts, and the third, Babel, allows us to write JSX 
syntax and ES6 in 
older browsers.,You will learn more about JSX in the , chapter.,This way of using React can be OK for testing purposes, but for production you will need to set up a 
,.,If you have npx and Node.js installed, you can create a React application by 
using ,.,Run this command to create a React application named
,:,The , will set up everything you need to run a React application.,Now you are ready to run your first , React application!,Run this command to move to the , directory:,Run this command to run the React application ,:,A new browser window will pop up with your newly created React App! If not, open your browser and type 
, in the address bar.,The result:,So far so good, but how do I change the content?,Look in the , directory, and you will find a 
, folder. Inside the
, folder there is a file called 
,, open it and it will look like this:,Try changing the HTML content and save the file.,The result:,Now you have a React Environment on your computer, and you are ready to learn more about React.,In the rest of this tutorial we will use our ""Show React"" tool to explain the various aspects of React, and how they are displayed in 
the browser.,If you want to follow the same steps on your computer, start by 
stripping down the , folder to only contain 
one file: ,. You should also remove any 
unnecessary lines of code inside the , 
file to make them look like the example in the ""Show React"" tool 
below:",,,
React Render HTML,,"The Render Function,The HTML Code,The Root Node","Example,Example,Example","React's goal is in many ways to render HTML in a web page.,React renders HTML to the web page by using a function called ,.,The , function takes two 
arguments, HTML code and an HTML element.,The purpose of the function is to display the specified HTML code inside the 
specified HTML element.,But render where?,There is another folder in the root directory of your React project, named ""public"".
In this folder, there is an , file.,You'll notice a single ,
in the body of this file. This is where our React application will be rendered.,The HTML code in this tutorial uses JSX which allows you to write HTML tags 
inside the JavaScript code:,Do not worry if the syntax is unfamiliar, you will learn more about JSX in the next chapter.,The root node is the HTML element where you want to display the result.,It is like a , for content managed by React.,It does NOT have to be a , element and it does 
NOT have to 
have the ,:",,,
