H1_leftside_heading,H1_rightside_heading,H2,H3,All_para,li,div,div_2
Linear Regressions,,"Scatter Plot,Predicting Values,Linear Graphs,Linear Relationships,Using a Linear Regression Function","Example,Example,Example,Example","This is the , (from the previous chapter):,From the scattered data above, how can we predict future prices?,This is a linear graph predicting prices based on the lowest and the highest price:,This , predicts prices using a linear relationship between price and size:,In the example above, the slope is a calculated average and the intercept = 0.,This , predicts prices using a linear regression function:","Use hand drawn linear graph,Model a linear relationship,Model a linear regression, is the price we want to predict, is the slope of the line, are the input values, is the intercept",,
AI Data,,"What is Data?,Intelligence Needs Data,Storing Data,Quantitative vs. Qualitative,Census or Sampling,Sampling Terms,Random Samples,Sampling Bias",,"Data can be many things. With Artificial Intelligence it must be a collection of facts:,Human intelligence needs data:,A real estate broker needs data about sold houses to estimate prices.,Artificial intelligence needs data:,A computer program also needs data to estimate prices.,The most common data to collect are Numbers and Measurements.,Often data are stored in arrays representing the relationship between values.,This table contains house prices versus size:,Quantitative data are numerical:,Qualitative data are descriptive:,A , is when we collect data for every member of a group.,A , is when we collect data for some members of a group.,If we wanted to know how many Americans smoke cigarettes,
we could ask every person in the US (a census),
or we could ask 10 000 people (a sample).,A census is ,, but hard to do. A sample is ,, but is easier to do.,A , is group of individuals (objects) we want to collect information from.,A , is information about every individual in a population.,A , is information about a part of the population (In order to represent all).,In order for a sample to represent a population, it must be collected randomly.,A ,, is a sample where every member of the population has an 
equal chance to appear in the sample.,A , (Error) occurs when samples are collected in such a way
that some individuals are less (or more) likely to be included in the sample.","What data is ,?,What data is ,?
,How to , the data?,How to , the data?,How to , the data?,How to , the data?,How to , the data?,55 cars,15 meters,35 children,It is cold,It is long,It was fun",,
Statistics,,"Inferential Statistics,Incredible Chocolate Facts,Descriptive Statistics,Mean Values,The Variance,Standard Deviation,Normal Distribution",," are methods for quantifying properties of a population
from a small ,:,You take data from a sample and make a prediction about the whole population.,For example, you can stand in a shop and ask a , if they like chocolate.,From your research, using inferential statistics, you could predict that 91% of , like chocolate.
,Nine out of ten people love chocolate.,50% of the US population cannot live without chocolate every day., are methods for summarizing observations into information that we can understand.,Since we register every new born baby, we can tell that 51 out of 100 are boys.,From the numbers we have collected, we can predict a 51% chance that a new baby will be a boy.,It is a mystery that the ratio is not 50%, like basic biology would predict.
We can only say that we have at least had this tilted sex ratio since the 17th century.,The mean value is the , of all values.,This table contains house prices versus size:,The mean price is (7+8+8+9+9+9+10+11+14+14+15)/11 = 10.363636.,: Add all numbers, then divide by the number of numbers.,The , is the , divided by the ,.,In statistics, the , is the average of the squared differences from the mean value.,In other words, it describes how far a set of numbers is spread out from their average value., is a measure of how spread out numbers are.,The symbol is , (Greek letter sigma).,The formula is the , variance (the square root of the variance).,The , is a bell-shaped curve.,Each band of the curve has a width ,:","What is the most ,What is the most ,What is the most ",,
Tensors,,"Tensor Ranks,Real Tensors,Linear Algebra in JavaScript,JavaScript Tensor Operations","Tensor Addition,Tensor Subtraction","The number of directions a tensor can have in a ,-dimensional space, is called the , of the tensor.,The rank is denoted ,.,A , is a single number. ,.,A , is an array of numbers. ,.,A , is a 2-dimensional array. ,.,Technically, all of the above are tensors, but when we speak of tensors, we generally 
speak of matrices with a dimension larger than 2 (,).,In linear algebra, the most simple math object is the ,:,Another simple math object is the ,:,Matrices are ,:,Vectors can be written as , with only one column:,Vectors can also be written as ,:,Tensors are ,:,Programming tensor operations in JavaScript, can easily become a spaghetti of loops.,Using a JavScript library will save you a lot of headache.,One of the most common libraries to use for tensor operations is called ,.","A Scalar is a 0-dimensional tensor,A Vector is a 1-dimensional tensor,A Matrix is a 2-dimensional tensor,It has 0 Axes,It has a Rank of 0,It is a 0-dimensional Tensor,It has 1 Axis,It has a Rank of 1,It is a 1-dimensional Tensor,It has 2 Axis,It has a Rank of 2,It is a 2-dimensional Tensor",,
Probability,,"The Probability of an Event,Tossing Coins,P(A) - The Probability,Throwing Dices,6 Balls,P(A) = P(B),Choosing a King",,"The probability of an event is:,The number of ways the event can happen / The number of possible outcomes.,When tossing a coin, there are two possible outcomes:,The probability of an event , is often written as ,.

,When tossing two coins, there are 4 possible outcomes:,When throwing a dice, there are 6 possible outcomes:,I have 6 balls in a bag: 3 reds, 2 are green, and 1 is blue.,Blindfolded. What is the probability that I pick a green one?,Number of , it can happen are 2 (there are 2 greens).,Number of , are 6 (there are 6 balls).,The probability that I pick a green one is 2 out of 6: 2/6 = 0.333333.,The probability is written P(green) = 0.333333.,For the 6 balls:,The probability of choosing a king in a deck of cards is 4 in 52.,Number of , it can happen are 4 (there are 4 kings).,Number of , are 52 (there are 52 cards).,The probability is 4 out of 52: 4/52 = 0.076923.,The probability is written P(king) = 0.076923.",,,
Matrices,,"Matrix Dimensions,Square Matrices,Diagonal Matrices,Scalar Matrices,The Identity Matrix,The Zero Matrix,Equal Matrices,Negative Matrices,Linear Algebra in JavaScript,JavaScript Matrix Operations,Adding Matrices,Subtracting Matrices,Scalar Multiplication,Transpose a Matrix,Multiplying Matrices,Matrix Factorization","Using math.js,Example,Example,Example,Example,Example,Example","This , has , row and , columns:,The , of the matrix is (,x,).,This matrix has , rows and , columns:,The dimension of the matrix is (,x,).,A , is a matrix with the same number of rows and columns.,An n-by-n matrix is known as a square matrix of order n.,A , matrix (Square matrix of order 2):,A , matrix (Square matrix of order 4):,A , has values on the diagonal entries, and , on the rest:
,A , has equal diagonal entries and , on the rest:
,The , has , on the diagonal and , on the rest.,This is the matrix equivalent of 1. The symbol is ,.,If you multiply any matrix with the identity matrix, the result equals the original.,The , (Null Matrix) has only zeros.,Matrices are , if each element correspond:,The , of a matrix is easy to understand:,In linear algebra, the most simple math object is the ,:,Another simple math object is the ,:,Matrices are ,:,Vectors can be written as , with only one column:,Vectors can also be written as ,:,Programming matrix operations in JavaScript, can easily become a spaghetti of loops.,Using a JavScript library will save you a lot of headache.,One of the most common libraries to use for matrix operations is called ,.,It can be added to your web page with one line of code:,If two matrices have the same dimension, we can add them:,If two matrices have the same dimension, we can subtract them:,While numbers in rows and columns are called ,, single numbers are called ,.,It is easy to multiply a matrix with a scalar. Just multiply each number in the matrix with the scalar:,To transpose a matrix, means to replace rows with columns.,When you swap rows and columns, you rotate the matrix around it's diagonal.,Multiplying matrices is more difficult.,We can only multiply two matrices if the number of rows in matrix A is the same as the number of columns in matrix B.,Then, we need to compile a ""dot product"":,We need to multiply the numbers in each , with the numbers in each ,, and then add the products:,If you know how to multiply matrices, you can solve many complex equations.,With AI, you need to know how to factorize a matrix.,Matrix factorization is a key tool in linear algebra, especially in Linear Least Squares.","Red roses are $3 each,White roses are $4 each,Yellow roses are $2 each,Monday you sold 260 roses,Tuesday you sold 200 roses,Wednesday you sold 120 roses","
<script src=""https://cdnjs.cloudflare.com/ajax/libs/mathjs/9.3.2/math.js""></script>
",
D3.js,,"How to Use D3.js?,Scatter Plot",Example,"To use D3.js in your web page, , to the library:,D3.js is easy to use.,This script selects the body element and appends a paragraph with the text ""Hello World!"":",,"
<script src=""//d3js.org/d3.v3.min.js""></script>
",
Google Chart,,"How to Use Google Chart?,Line Graph,Scatter Plots,Bar Charts,Pie Charts,3D Pie","Source Code,Source Code","To use Google Chart in your web page, , to the charts loader:,Google Chart is easy to use.,Just add a , element to display the chart:,The <div> element must have a unique id.,Then load the Google Graph API:,That's all!,To , the same data, change google.visualization to LineChart:,To convert a , Chart to a , chart, just replace:,
google.visualization.,with:,
google.visualization.,To display the Pie in 3D, just add , to the options:","Scatter Chart,Line Chart ,Bar / Column Chart,Area Chart,Pie Chart,Donut Chart,Org Chart,Map / Geo Chart","
<script,
src=""https://www.gstatic.com/charts/loader.js"">,
</script>
,
<div id=""myChart"" style=""max-width:700px; height:400px""></div>
",
JavaScript Graphics,,"Plotly.js,Chart.js,Google Chart",,"Plotly.js is a charting library that comes with over 40 chart types, 3D charts, statistical graphs, and SVG maps.,

,Chart.js comes with many built-in chart types:,


,From simple line charts to complex tree maps,
Google Chart provides a number of built-in chart types:,
,

","Plotly.js,Chart.js,Google Chart,Scatter,Line,Bar,Radar,Pie and Doughnut,Polar Area,Bubble,Scatter Chart,Line Chart ,Bar / Column Chart,Area Chart,Pie Chart,Donut Chart,Org Chart,Map / Geo Chart",,
Chart.js,,"How to Use Chart.js?,Scatter Plots,Line Graphs,Multiple Lines,Linear Graphs,Function Graphs,Bar Charts,Pie Charts,Doughnut Charts","Source Code,Source Code,Source Code,Source Code,Source Code,Horizontal Bars,Example","Chart.js is easy to use.,, add a link to the providing CDN (Content Delivery Network):,, add a <canvas> to where you want to draw the chart:,The canvas element must have a unique id.,That's all!,If you set the borderColor to zero, you can , the line graph:","Scatter,Line,Bar,Radar,Pie and Doughnut,Polar Area,Bubble","
<script,
src=""https://cdnjs.cloudflare.com/ajax/libs/Chart.js/2.9.4/Chart.js"">,
</script>
,
<canvas id=""myChart"" style=""width:100%;max-width:700px""></canvas>
",
Plotly.js,,"Scatter Plots,Line Graphs,Linear Graphs,Multiple Lines,Bar Charts,Horizontal Bar Charts,Pie Charts,Donut Charts,Plotting Equations","Source Code,Source Code,Source Code,Source Code,Source Code,Source Code,Source Code","To display a pie instead of bars, change x and y to labels and values, and change the type to ""pie"":,To display a donut instead of a pie, add a hole:",,,
HTML Canvas,,"Scatter Plots,Line Graphs,Combined","Source Code,Source Code,Source Code",,,,
Example 2 Training,,"Training Function,Test the Model","Un Normalize,Plot the Result"," defines how many iterations (loops) the model will do., is the function that runs the loops., defines the callback function to call
when the model wants to redraw the graphics.,When a model is trained, it is important to test and evaluate it.,We do this by inspecting what the model predicts for a range of different inputs.,But, before we can do that, we have to un-normalize the data:
,Then we can look at the result:",,,
Example 2 Model,,"Shuffle Data,TensorFlow Tensors,Data Normalization,Tensorflow Model,Compiling a Model",Example,"When a model is trained, the data is divided into small sets (batches).
Each batch is then fed to the model.
Shuffling is important to prevent the model getting the same data over again.
If using the same data twice, the model will not be able to generalize the data
and give the right output. Shuffling gives a better variety of data in each batch.,To use TensorFlow, input data needs to be converted to tensor data:,Data should be normalized before being used in a neural network.,A range of 0 - 1 using min-max are often best for numerical data:,A , is an algorithm that produces output from input.,This example uses 3 lines to define a ,:,
creates a ,.,In a sequential model, the input flows directly to the output. 
Other models can have multiple inputs and multiple outputs.
Sequential is the easiest ML model.
It allows you to build a model layer by layer,
with weights that correspond to the next layer., is used to add two layers to the model., is a layer type that works in most cases.
It multiplies its inputs by a weight-matrix and adds a number (bias) to the result., because we have 1 input (x = rooms).
, defines the size of the weight matrix:
1 weight for each input (x value).
,Compile the model with a specified , and , function:,The compiler is set to use the , optimizer.
It is simple to use and quite effective.,
is the function we want to use to compare model predictions and true values.",,,
Example 2 Data,,"Data Collection,Cleaning Data,Remove Data,Remove Errors,Fetching Data,Plotting the Data",,"The data used in Example 2, is a list of house objects:,The dataset is a JSON file stored at:,When preparing for machine learning, it is always important to:,A smart way to remove unnecessary data, it to extract ,.,This can be done by iterating (looping over) your data with a ,.,The function below takes an object and returns , from the object's
Horsepower and Miles_per_Gallon properties:,Most datasets contain some type of errors.,A smart way to remove errors is to use a , to filter out the errors.,The code below returns false if on of the properties (x or y) contains a null value:,When you have your map and filter functions ready, you can write a function to fetch the data.,
,Here is some code you can use to plot the data:","Remove the data you don't need,Clean the data from errors",,
TensorFlow Example 2,,"Input Data,Reduce Loss,Explained,Graphics (tfjs-vis)",,"The model above performs 4 important steps:,In the next chapters you will learn how to program a copy of the above example.,You will learn how to fetch data, clean data, and plot data.,You will also learn how to build a TensorFlow model, and how to train the model.,The graphics is diplayed using the ,.
,tfjs-vis is a small library for in browser visualization intended for use with TensorFlow.js.","It Collects Data,It Prepares Data,It Trains a Model,It Evaluates the Model,Graphic tools for visualizing ,Functions for visualizing , Objects,Visualizations can be organized in a , (a modal browser window),Can be used with , likes d3, Chart.js, and Plotly.js",,
Example 1 Training,,"Training Function,Test the Model","Un Normalize,Plot the Result"," defines how many iterations (loops) the model will do., is the function that runs the loops., defines the callback function to call
when the model wants to redraw the graphics.,When a model is trained, it is important to test and evaluate it.,We do this by inspecting what the model predicts for a range of different inputs.,But, before we can do that, we have to un-normalize the data:
,Then we can look at the result:",,,
Example 1 Model,,"Shuffle Data,TensorFlow Tensors,Data Normalization,Tensorflow Model,Compiling a Model",Example,"When a model is trained, the data is divided into small sets (batches).
Each batch is then fed to the model.
Shuffling is important to prevent the model getting the same data over again.
If using the same data twice, the model will not be able to generalize the data
and give the right output. Shuffling gives a better variety of data in each batch.,To use TensorFlow, input data needs to be converted to tensor data:,Data should be normalized before being used in a neural network.,A range of 0 - 1 using min-max are often best for numerical data:,A , is an algorithm that produces output from input.,This example uses 3 lines to define a ,:,
creates a ,.,In a sequential model, the input flows directly to the output. 
Other models can have multiple inputs and multiple outputs.
Sequential is the easiest ML model.
It allows you to build a model layer by layer,
with weights that correspond to the next layer., is used to add two layers to the model., is a layer type that works in most cases.
It multiplies its inputs by a weight-matrix and adds a number (bias) to the result., because we have 1 input (x = horsepower).
, defines the size of the weight matrix:
1 weight for each input (x value).
,Compile the model with a specified , and , function:,The compiler is set to use the , optimizer.
It is simple to use and quite effective.,
is the function we want to use to compare model predictions and true values.",,,
Example 1 Data,,"TensorFlow Data Collection,Cleaning Data,Remove Data,Remove Errors,Fetching Data,Plotting the Data",,"The data used in Example 1, is a list of car objects like this:,The dataset is a JSON file stored at:,When preparing for machine learning, it is always important to:,A smart way to remove unnecessary data, it to extract ,.,This can be done by iterating (looping over) your data with a ,.,The function below takes an object and returns , from the object's
Horsepower and Miles_per_Gallon properties:,Most datasets contain some type of errors.,A smart way to remove errors is to use a , to filter out the errors.,The code below returns false if on of the properties (x or y) contains a null value:,When you have your map and filter functions ready, you can write a function to fetch the data.,
,Here is some code you can use to plot the data:","Remove the data you don't need,Clean the data from errors",,
TensorFlow Example 1,,"Input Data,Reduce Loss,Explained,Graphics (tfjs-vis)",,"The model above performs 4 important steps:,In the next chapters you will learn how to program a copy of the above example.,You will learn how to fetch data, clean data, and plot data.,You will also learn how to build a TensorFlow model, and how to train the model.,The graphics is diplayed using the ,.
,tfjs-vis is a small library for in browser visualization intended for use with TensorFlow.js.","It Collects Data,It Prepares Data,It Trains a Model,It Evaluates the Model,Graphic tools for visualizing ,Functions for visualizing , Objects,Visualizations can be organized in a , (a modal browser window),Can be used with , likes d3, Chart.js, and Plotly.js",,
TensorFlow.js Visor,,"Using tfjs-vis,Scatter Plots,Bar Graphs,Line Graphs","Example,Example,Example with a Visor,Example,Example with a Visor,Example,Example with a Visor","To use tfjs-vis, add the following script tag to your HTML file(s):,Visualizations can be organized in a Visor (a modal browser window):,Visualizations can be organized in a Visor (a modal browser window):,Visualizations can be organized in a Visor (a modal browser window):"," is a graphic tools for visualizing ,It contains functions for visualizing ,Visualizations can be organized in , (modal browser windows),Can be used with , likes d3, Chart.js, and Plotly.js,Often called ","
<script src=""https://cdn.jsdelivr.net/npm/@tensorflow/tfjs-vis""></script>
",
