H1_leftside_heading,H1_rightside_heading,H2,H3,All_para,li,div,div_2
Excel Conditional Formatting,,"Conditional Formatting,Conditional Formatting Example,Color Scale Formatting Example",,"Conditional formatting is used to change the appearance of cells in a range based on your specified ,.,The conditions are rules based on specified numerical values or matching text.,The browser version of Excel provides a number of built-in conditions and appearances:,Here, the Speed values of each pokemon is formatted with a ,:,Highlight the Speed values of each Pokemon with , conditional formatting.,Conditional formatting, step by step:,There are 12 Color Scale options with different color variations.,The color on the top of the icon , will apply to the highest values.,Now, the Speed value cells will have a colored background highlighting:,Dark green is used for the highest values, and dark red for the lowest values.,Charizard has the highest Speed value (100) and Squirtle has the lowest Speed value (43).,All the cells in the range gradually change color from green, yellow, orange, then red.",,,
Excel ,Number Formats,"Number Formats,Decimals,Chapter summary",,"The default Number format is ,.,Why change number formats?,Examples of number formats:,Number formats can be changed by clicking the Number format dropdown, accessed in the Ribbon, found in the Numbers group.,In the example we have cells that represent prices, which can be formatted as Currency.,Let's try to change the format of the prices to the Currency Number format.,Step by step:, The Number format was changed from ,to ,.,Now, do the same for ,, , and ,:,Did you make it? ,Notice that the numbers look like a mess. Let's solve that by decreasing the decimals. This helps to make the presentation more neat.,The number of decimals can be increased and decreased.,There are two commands:,Clicking them reduces or increases the number of decimals.,The commands can be found next to the Number format dropdown menu.,Let's clean this up, step by step:,Do the same for ,, , and ,:,Number formats can be changed to make the spreadsheet more understandable or to prepare cells for functions. You can increase and decrease decimals to make the presentation neat.","Make data explainable,Prepare data for functions, so that Excel understands what kind of data you are working with.,General,Number,Currency,Time,Increase Decimal,Decrease Decimal",,
Excel ,Format Borders,"Format Borders,Adding Borders,Border Colors,Border Style,Chapter Summary",,"Borders can be added and removed. Colors and style can be changed.,Why format borders?,The Borders menu is accessed in the Ribbon, in the Font group.,The button remembers the border you used last time.,Borders are added by clicking the ,button.,The default border is black underline.,Changing the border type, style or color is a choice you make.,The option button next to the Border command gives options for more types of borders.,Clicking the option button gives an overview of the different border options.,Colored borders are added by selecting a color before adding the border.,The color can be changed in the Border Color menu:,Borders styles can be changed.,The menu is accessed in the Border Style menu.,Excel offers 6 different border styles:,Borders can be added with different colors and styles. The border button remembers the border settings used the last time. The options are accessed from the border options button, next to the border button.,In the next chapter you will learn about Number formats.","Make the document more readable and understandable,Emphasizing key points,Solid line,Dashed line,Dotted line,Medium line,Thick line,Double line",,
Excel ,Format Fonts,"Format Fonts,Font Color,Font Name,Font Size,Font Characteristics,Chapter Summary",,"You can format fonts in four different ways: color, font name, size and other characteristics.,The default color for fonts is black.,Colors are applied to fonts by using the "","" function. ,How to apply colors to fonts,The font color goes for both numbers and text. ,The , command remembers the color used last time.,Lets try an example, step by step:,The default font in Excel is ,.,The font name can be changed for both numbers and text.,Why change the font name in Excel?,How to change the font name:,Let's have a look at an example.,The example has both text (,) and numbers (,), You have successfully changed the fonts from ,to ,for the range ,. ,To change the , of the font, just click on the font size drop down menu:,You can apply different characteristics to fonts such as:,The commands can be found below the font name drop down menu:,is applied by either clicking the Bold (B) icon in the Ribbon or using the keyboard shortcut CTRL + B or Command + B,is applied by either clicking the Italic (I) icon or using the keyboard shortcut CTRL + I or Command + I, is applied by either clicking the Underline (U) icon or using the keyboard shortcut CTRL + U or Command + U , is applied by either clicking the Strikethrough (ab) icon or using the keyboard shortcut CTRL + 5 or Command + Shift + X,Fonts can be changed in four different ways: color, font name, size and other characteristics. The fonts are changed to make the spreadsheet more readable and delicate. ","Make the data easier to read,Make the presentation more appealing,Underlined,Strike though",,
Excel ,Format Colors,"Colors,Theme and Standard Colors,Hexadecimal Colors,RGB Colors,Applying colors",,"Colors are specified by selection or by using Hexadecimal and RGB codes.,Excel has a set of themes and standard colors available for use. You select a color by clicking it:,The "","" option allows you to select custom colors by entering a RGB or HEX code.,Excel supports Hexadecimal color values ,A hexadecimal color is specified with: ,.,RR (red), GG (green) and BB (blue) are hexadecimal integers between 00 and FF specifying the intensity of the color.,For example, #0000FF is displayed as blue, because the blue component is set to its highest value (FF) and the others are set to 00.,Excel supports RGB color values.,An RGB color value is specified with: ,.,Each parameter defines the intensity of the color as an integer between 0 and 255.,For example, rgb(0,0,255) is rendered as blue, because the blue parameter is set to its highest value (255) and the others are set to 0.,Colors can be applied to cells, text and borders.,Colors are applied to cells by using the "","" function.,How to apply colors to cells:,The "","" button remembers the color you used the last time.,Color options are explored by clicking on the arrow-down icon (,), 
next to the Fill color command:,The option allows selection of theme colors, standard colors or use of HEX or RGB codes by clicking on the More Colors option:,Colors are made from red, green, blue and are universal. Entering a color in one way will give you the code in the other. For example if you enter a HEX code, it will give you the RGB code for the same color.,Starting with ,and ,colors:,Try to apply the following colors:,Did you make it?,Let's apply colors using HEX and RGB codes.,Apply HEX code #ffcb05 to A7:F7:,Step by step:,Notice that applying the HEX code gives the RGB code for the same color, and shows where that color is positioned on the color map.,Apply RGB code ,, ,, , to ,Step by step:,Notice that entering the RGB code also gives the HEX code and shows you where the color is positioned on the color map., You have successfully applied colors using the standard, theme, HEX and RGB codes.","Theme color blue (accent 5) to A3:F3.,Theme color green (accent 6) and A5:F5.,Select ,Open color options,Click More colors,Insert ,, ,, , in the , input field,Hit enter",,
Excel ,Format Painter,"Format Painter,How To Use the Format Painter,Copy and Paste Color to Multiple Cells,Copy Font Characteristics",,"The format painter is a command which lets you copy formatting from one cell to another. ,It is a great tool, which saves you lots of time!,The Format painter can be used to copy to single cells or ranges. ,Format Painter is used by clicking on its button in the Ribbon, found in the Clipboard group.,Let's try some examples and copy formats with Colors and font Characteristics, such as bold, italic and underline:,Copy the red color from , to ,.,Step by step:,Notice the dotted border around ,. This indicates that the format is copied and ready for pasting. Let's paste it to ,!,Copy , to ,. That is right, let's try to paste to a range of two cells!, The format painter can be used for single cells and on ranges.,Last example. Copy the Font Characteristics from , to ,.,Step by step:",,,
Excel XOR Function,,"XOR Function,Example XOR Function,Example XOR Function (with IF)",,"The , function is a premade function in Excel, which returns , or , based on two or more ,.,It is typed ,:,The , are referred to as ,, ,, and so on.,The conditions can check things like:,For two conditions, you can think of the XOR function as:
"", this , that, but ,"",Check if the Pokemon type is either Fire type , has HP , 60, but ,:,The function returns ""TRUE"" or ""FALSE"".,Example , function, step by step:,Since the value in cell , is not ""Fire"" the first condition is ,.,Since the value in cell , is less than 60 the second condition is also ,.,For two conditions, , condition should to be  , for the XOR function to return ,.,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for Fire Type , HP less than 60, but ,:,For example:,Combining the XOR function with an , lets you check , conditions for the IF function:,The IF function is typed , and has 3 parts:,The XOR function takes the place of the , condition.,Here, the , function returns ""Yes"" or ""No"".,Example , function as the condition for , function, step by step:,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for Water Type , Defense greater than 60, but ,:,For example:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ,Ivysaur is , Fire type, but it also does not have , than 60 defense, so the function returns ""FALSE"".,Charmeleon , Fire type, and has , than 60 defense, so the function returns ""FALSE"",Wartortle is , Fire type, but has , than 60 defense, so the function returns ""TRUE"" ,Ivysaur is , Fire type, but it also does not have , than 60 defense, so the function returns ""No"".,Charmeleon , Fire type, and has , than 60 defense, so the function returns ""No"",Wartortle is , Fire type, but has , than 60 defense, so the function returns ""Yes"" ",,
Excel SUMIFS Function,,"SUMIFS Function,Example SUMIFS function",,"The , function is a premade function in Excel, which calculates the sum of a range based on one or more , or , ,.,It is typed ,:,The , are referred to as ,, ,, and so on, which can check things like:,The ,, ,, and so on, are the ranges where the function check for the conditions.,The , is the range where the function calculates the sum.,Find the sum of total stats for Water type 1st Generation Pokemon:,The conditions are that the type is ""Water"" and Generation is 1.,Example , function, step by step:,The function now calculates the sum of total stats for the 1st Generation Water type Pokemon.,The function can be repeated for the following Generations to compare them:,Now, we can see the sum of total stats of Water type Pokemon between generations:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ",,
Excel ,VLOOKUP Function,VLOOKUP Function,,"The , function is a premade function in Excel, which 
allows searches across columns.,It is typed , and has the following parts:, Select the cell where search values will be entered., The table range, including all cells in the table., The data which is being looked up. The input 
is the number of the column, counted from the left:, TRUE if numbers (1) or FALSE if text (0). ,How to use the , function.,Let's have a look at an example!,Use the ,function to find the Pokemon names based on their ,:, is where the search result is displayed. In this case, the Pokemons names based on their ID#., selected as ,. This is the cell where the search query is entered. In this case the Pokemons ,.,The range of the table is marked at ,, in this example ,.,The number , is entered as ,. This is the second column from the left and is the data that is being looked up.,An illustration for selecting , ,.,Ok, so next - , ,is entered as ,. This is because the most left column has numbers only. If it was text, , , would have been used., The function returns the , value. This is because there have not been entered any value to the Search ID# ,.,Let us feed a value to it, type ,:, The , function has successfully found the Pokemon Squirtle which has the ID# ,.,One more time, type ,:, The function returned Charmanders name, which has , as its ID#. ,.",,,
Excel SUMIF Function,,"SUMIF Function,Example SUMIF function",,"The , function is a premade function in Excel, which calculates the sum of values in a range based on a , or , ,.,It is typed ,:,The , is referred to as ,, which can check things like:,The , is the range where the function calculates the sum.,Find the sum of Total stats for Grass type Pokemon:,The condition is that the type is ""Grass"".,Example , function, step by step:,The function now sums the Total stats for Grass type Pokemon.,The function can be repeated for the other Pokemon types to compare them:,Now, we can see the sum of total stats for the different types of Pokemon:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ",,
Excel ,STDEV.S Function,STDEV.S Function,,"The , function is a premade function in Excel, which calculates the , for a sample.,It is typed ,How to use the , function:,Let's have a look at an example!,Find the Standard Deviation for the sample of Pokemon total stats in the range ,:, The , function has successfully returned the , , for the sample of Pokemons Total stats.",,,
Excel ,SUM Function,SUM Function,,"The , function is a premade function in Excel, which adds numbers in a range.,It is typed , The , function adds cells in a range, both negative and positive.,How to use the , function:, You have successfully calculated the sum of the stats using the , function. The Pokemon's stats have a total sum of ,.,Let's change one of the values in the range, to see what happens. Type ,:, total stats was changed from , to ,. ,The , function updated the total sum from , to ,.,It updates the , when values inside of the range are changed.,Lets change ,stats to a negative number to see what happens. Type ,:,The , is updated to ,. Adding a negative number subtracts that value from the range.,The , function adds both positive and negative numbers.",,,
Excel ,STDEV.P Function,STDEV.P Function,,"The , function is a premade function in Excel, which calculates the , for the entire population.,It is typed ,How to use the , function:,Let's have a look at an example!,Find the Standard Deviation of Pokemon total stats in the range ,:,The , function has successfully returned the , for the whole population as ,.",,,
Excel ,MODE Function,MODE Function,,"The , function is a premade function in Excel, which is used to find the number seen most times.,This function always returns a single number.,It is typed ,It returns the most occurring number in a range or array.,Let's have a look at an example where we help the Pokemon trainers to calculate the mode of numbers of Pokeballs. ,How to use the , function, step by step:,It returns the number , which is seen 7x times. The closest number to it is , and , which are seen 3x times each.",,,
Excel OR Function,,"OR Function,Example OR Function,Example OR Function (with IF)",,"The , function is a premade function in Excel, which returns , or , based on two or more ,.,It is typed ,.,The , are referred to as ,, ,, and so on.,The conditions can check things like:,Check if the Pokemon type is water , has defense , 60:,The function returns ""TRUE"" or ""FALSE"".,Example , function, step by step:,Since the value in cell , is not ""Water"" the first condition is ,.,Since the value in cell , is less than 60 the second condition is also ,., condition need to be , for the OR function to return ,.,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for Water Type , Defense greater than 60:,For example:,Combining the OR function with an , lets you check , conditions for the IF function:,The IF function is typed , and has 3 parts:,The OR function takes the place of the , condition.,Here, the , function returns ""Yes"" or ""No"".,Example , function as the condition for , function, step by step:,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for Water Type , Defense greater than 60:,For example:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ,Ivysaur is , Water type, but it has , than 60 defense, so the function returns ""TRUE"".,Charmeleon is , Water type, and has , than 60 defense, so the function returns ""FALSE"",Wartortle is , Water type and has , than 60 defense, so the function returns ""TRUE"" ,Ivysaur is , Water type, but it has , than 60 defense, so the function returns ""Yes"".,Charmeleon is , Water type, and has , than 60 defense, so the function returns ""No"",Wartortle is , Water type and has , than 60 defense, so the function returns ""Yes"" ",,
Excel ,MIN Function,MIN Function,,"The , function is a premade function in Excel, which finds the lowest number in a range.,It is typed ,How to use the , function:,Let's have a look at an example!,Find the Pokemon which has the lowest total stats in the range ,:, The function has successfully found the lowest value, ,. Magikarp has the lowest Total stats of the Pokemons in the range ,.,Let's add text to a cell in the range , to see what happens. Type Kadabra to ,., The function ignores the text typed in the range. , is returned as the new lowest value, as the old one was replaced with text. Rattata is now the Pokemon with the lowest Total stats in the range ,.",,,
Excel ,MEDIAN Function,MEDIAN Function,,"The , function is a premade function in Excel, which returns the middle value in the data.,It is typed ,Calculating the median manually requires that the data is sorted and arranged from low to high. This is not necessary using the MEDIAN function, it does it for you.,How to use the , function, step by step:, You successfully found the median using the , function.,Note that it found the value in the middle of the data, which is ,, the one that is marked red:",,,
Excel IFS Function,,"IFS Function,Example IFS function",,"The , function is a premade function in Excel, which returns values based on one or more , or , ,.,It is typed , and has two or more parts:,The , are referred to as ,, which can check things like:,Each condition is connected with a return value.,Make categories for how fast the Pokemon are:,The conditions and return values are:,Example , function, step by step:,Since the value in cell , is ""45"", the first and second conditions are ,, and third condition is , (less than or equal to 50), the function will return ""Slow"".,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each Pokemon has a speed category:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ,Speed , 90: ""Fast"",Speed , 50: ""Normal"",Speed , 50: ""Slow""",,
Excel ,Exercises,"Exercises,Count Your Score",,"You can test your Excel skills with W3Schools' Exercises.,We have gathered a variety of Excel exercises (with answers) for each Excel Chapter.,Try to solve an exercise by editing some code, or show the answer to see what you've done wrong.,You will get 1 point for
each correct answer. Your score and total score will always be displayed.",,,
Excel ,MAX Function,MAX Function,,"The , function is a premade function in Excel, which finds the highest number in a range.,It is typed ,How to use the , function:,Let's have a look at an example!,Find the Pokemon which has the highest total stats in the range ,:, The function has successfully found the highest value, ,. Cloyster has the highest Total stats of the Pokemons in the range ,.,Let's add text to a cell in the range , to see what happens. Type Alakazam to ,., The function ignores the text typed in the range. , is returned as the new highest value, since the old one was replaced with text. Poliwrath is now the Pokemon with the highest Total stats in the range ,.",,,
Excel COUNTIFS Function,,"COUNTIFS Function,Example COUNTIFS function",,"The , function is a premade function in Excel, which counts cells in a range based on one or more , or , ,.,It is typed ,:,The , are referred to as , and so on, which can check things like:,The ,, ,, and so on, are the ranges where the function check for the conditions.,Find the number of 1st Generation Water type Pokemon:,The conditions are that the type is ""Water"" and Generation is 1.,Example , function, step by step:,The function now counts the number of 1st Generation Water type Pokemon.,The function can be repeated for Water type Pokemon for the following Generations to compare them:,Now, we can see the total number of Water type Pokemon between generations 1-4:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ",,
Excel IF Function,,"IF Function,Example IF function (equal to),Example IF Function (greater than)",,"The , function is a premade function in Excel, which returns values based on a , or , ,.,It is typed , and has 3 parts:,The , is referred to as ,, which can check things like:,Check if the Pokemon type is grass:,The condition is if the ""Type 1"" value for the Pokemon is ""Grass"".,The function returns ""Yes"" or ""No"".,Example , function, step by step:,Since the value in cell , is ""Grass"", the condition is , and the function will return ""Yes"".,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for Grass Type:,Check if the Pokemon's total stats is , 500:,The function returns ""Yes"" or ""No"".,Example , function, step by step:,Since the value in cell , is 318, the condition is , and the function will return ""No"".,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for having more than 500 total stats:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ",,
Excel ,COUNTIF Function,"COUNTIF Function,A Non-Working Example",,"The , function is a premade function in Excel, which counts cells as specified.,It is typed ,Numbers (e.g. 90) and words (e.g. ""Water"") can be specified.,How to use the , function:,Apply the , function to range ,, to count how many Pokemons we have in the different types:,We want the , function to count the types of Pokemons, in the range ,:,The , is typed after the range is selected, which tells the function what you are looking to count.,The , function has successfully counted , Grass Pokemon, which is Victreebel (,).,Let's count the Water Pokemons in ,The same steps apply,That is great! The , function has counted , Water Pokemons in ,.,Let's count the rest of the types more effectively. We want to continue the function from ,. Making use of the , and ,.,Step by step:,That saved us alot of time! ,Let's try an example that will not work,Fill , without locking the references to see what happens.,If the references for the range are kept relative, the fill function will move the range downwards, including blank cells and missing the range where the data is. ",,,
Excel ,COUNTBLANK Function,COUNTBLANK Function,,"The , function is a premade function in Excel, which counts blank cells in a range.,It is typed , The , function is helpful to find empty cells in a range.,How to use the , function:,Apply the , function to range ,, to find the Pokemons which do not have a 2nd Type:, function, step by step:,The , function successfully counted , blank cells in the range ,.",,,
Excel ,COUNTA Function,COUNTA Function,,"The , function is a premade function in Excel, which counts all cells in a range that has values, both numbers and letters.,It is typed ,How to use the , function:,Apply the , function to range ,, counting Pokemons by their names, which are letters only:, function, step by step:,The , function has successfully counted 20 cells with values in the range ,.,Lets apply the , function to ,. Counting a range with numbers only. , The , function counts cells in a range with values both numbers and letters.",,,
Excel ,COUNT Function,"COUNT Function,A Non-Working Example",,"The , function is a premade function in Excel, which counts cells with numbers in a range.,It is typed , The , function only counts cells with numbers, ,cells ,. The , function is better used if the cells have letters.,How to use the , function:,Apply the ,  function to range ,. Counting the cells of Pokemon Total stats, which is numbers only:, function, step by step:, The , function only counts cells with numbers in a range.,That's it! The , function successfully counted 20 cells with numbers.,Now, let us try an example that will not work.,Apply the , function to the range ,, which only has cells with letters.,It returns the value ,, no cells with numbers found. Range , only had cells with letters.",,,
