H1_leftside_heading,H1_rightside_heading,H2,H3,All_para,li,div,div_2
Google Sheets ,Sort Sheet By Column,"Sort Sheet By Column,Example,Example (Sort Sheet By Column, Another Way),Non-Working Example (Sort Sheet By Column with Headers)",,"Sorting a sheet by column , the relation between multiple data columns.,The sort commands can be found in the , menu.,Sort the Pokemon by their names in ascending order (from A to Z).,Copy the values to follow along.,This is the result:,Now all the Pokemon are sorted by their names.,This example shows another way to sort Pokemon names in ascending order (from A to Z).,This is the result:,Sort the Pokemon by their names in ascending order (from A to Z).,Copy the values to follow along.,Unlike the first example, the data for this example has ,.,Let's see what happens if we sort this data.,This is the result:,Notice anything ,The headers are also sorted,This is why sort sheet by colum is not suitable for data with headers.",,,
Google Sheets ,Format Fonts,"Format Fonts,Fonts",,"You can format fonts in four different ways: color, font name, size and other characteristics.,The default font in Google Sheets is ,.,The font can be changed for both numbers and text.,Why change the font in Google Sheets?,How to change the font:,Let's have a look at an example.,The example has both text (,) and numbers (,), You have successfully changed the fonts from , to , for the range ,.","Make the data easier to read,Make the presentation more appealing",,
Google Sheets ,Format Painter,"Format Painter,How To Use the Format Painter,Copy and Paste Color to Multiple Cells,Copy Font Characteristics",,"The format painter is a command which lets you copy formatting from one cell to another. ,It is a great tool, which saves you lots of time!,The Format painter can be used to copy to single cells or ranges. ,Format Painter is used by clicking on its button (,) in the Ribbon.,Let's try some examples and copy formats with Colors and font Characteristics, such as bold, italic and underline:,Copy the red color from cell , to cell ,.,Step by step:,Notice the dotted border around cell ,. This indicates that the format is copied and ready for pasting. Let's paste it to cell ,!,Copy cell , to cell ,. That is right, let's try to paste to a range of two cells!, The format painter can be used for single cells and on ranges.,Now do it yourself! Copy the format from cell , to range ,.,Last example. Copy the font characteristics from range , to range ,.,Step by step:",,,
Google Sheets XOR Function,,"XOR Function,Example XOR Function,Example XOR Function (with IF)",,"The , function is a premade function in Google Sheets, which returns , or , based on two or more ,.,It is typed ,:,The , are referred to as ,, ,, and so on.,The conditions can check things like:,For two conditions, you can think of the XOR function as:
"", this , that, but ,"",Check if the Pokemon type is either Fire type , has HP , 60, but ,:,The function returns ""TRUE"" or ""FALSE"".,Example , function, step by step:,Since the value in cell , is not ""Fire"" the first condition is ,.,Since the value in cell , is less than 60 the second condition is also ,.,For two conditions, , condition should to be  , for the XOR function to return ,.,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for Fire Type , HP less than 60, but ,:,For example:,Combining the XOR function with an , lets you check , conditions for the IF function:,The IF function is typed , and has 3 parts:,The XOR function takes the place of the , condition.,Here, the , function returns ""Yes"" or ""No"".,Example , function as the condition for , function, step by step:,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for Water Type , Defense greater than 60, but ,:,For example:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ,Ivysaur is , Fire type, but it also does not have , than 60 defense, so the function returns ""FALSE"".,Charmeleon , Fire type, and has , than 60 defense, so the function returns ""FALSE"",Wartortle is , Fire type, but has , than 60 defense, so the function returns ""TRUE"" ,Ivysaur is , Fire type, but it also does not have , than 60 defense, so the function returns ""No"".,Charmeleon , Fire type, and has , than 60 defense, so the function returns ""No"",Wartortle is , Fire type, but has , than 60 defense, so the function returns ""Yes"" ",,
Google Sheets ,VLOOKUP Function,"VLOOKUP Function,Vlookup Function Example",,"The , function is a premade function in Google Sheets, which 
allows searches across columns.,It is typed , and has the following parts:, Select the cell where search values will be entered., The table range, including all cells in the table., The data which is being looked up. The input 
is the number of the column, counted from the left:, TRUE/1 if the range is sorted or FALSE/0 if it is not sorted. ,Let's have a look at an example!,Lookup and return Pokemon names from this list by their ,:,The , function, step by step:, is where the search result is displayed. In this case, the Pokemon's names based on their ID#., selected as ,. This is the cell where the search query is entered. In this case the Pokemon's ,.,In this example the table is sorted by ,, so the , value is ,.,An illustration for selecting column , number ,:,Now, the function returns the Name value of the , specified in cell ,:, The function returns the , value. This is because there have not been entered any value to the Search ID# cell ,.,Let us feed a value to it, type , into cell ,:, The , function has successfully found the Pokemon Squirtle which has the ID# ,.,One more time, type , into cell ,:, The function returned Charmanders name, which has , as its ID#. ,.,Let's try another example, using the Pokemon names as input instead.,First, change the places of columns , and ,.,Clicking and holding coloumn A and dragging it between columns B and C will rearrange them like this:,Now, the function is trying to look up , in the Name column, which returns the , error.,Let's switch the labels, and try to enter , into the cell ,, where the vlookup functions finds the ,:,Notice that the ID# returned is 1, although Caterpie's ID# is actually 10.,This result is another error.,This is because the Name values are not , like the ID numbers are.,Let's change the value of the , part of the function from , to ,:,Now, the function correctly returns Caterpie's real ID number:",,,
Google Sheets AND Function,,"AND Function,Example AND Function,Example AND Function (with IF)",,"The , function is a premade function in Google Sheets, which returns , or , based on two or more ,.,It is typed , and takes two or more conditions.,The , are referred to as ,, ,, and so on.,The conditions can check things like:,Check if the Pokemon type is fire , has speed , 70:,The function returns ""TRUE"" or ""FALSE"".,Example , function, step by step:,Since the value in cell , is not ""Fire"" the first condition is ,.,Since the value in cell , is less than 70 the second condition is also ,., conditions need to be , for the AND function to return ,.,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Only Charmeleon and Charizard both have Fire type and speed greater than 70, so the function returns ""TRUE"".,Combining the AND function with an , lets you check , conditions for the IF function:,The IF function is typed , and has 3 parts:,The AND function takes the place of the , condition.,Here, the , function returns ""Yes"" or ""No"".,Example , function as the condition for , function, step by step:,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now each row has a check for both being Fire type and Speed greater than 70:,Only Charmeleon and Charizard both have Fire type and speed greater than 70, so the function returns ""Yes"".","If a number is , another number ,If a number is , another number ,If a number or text is , to something ",,
Google Sheets SUMIFS Function,,"SUMIFS Function,Example SUMIFS function",,"The , function is a premade function in Google Sheets, which calculates the sum of a range based on one or more , or , ,.,It is typed ,:,The , are referred to as ,, ,, and so on, which can check things like:,The ,, ,, and so on, are the ranges where the function check for the conditions.,The , is the range where the function calculates the sum.,Find the sum of total stats for Water type 1st Generation Pokemon:,The conditions are that the type is ""Water"" and Generation is 1.,Example , function, step by step:,The function now calculates the sum of total stats for the 1st Generation Water type Pokemon.,The function can be repeated for the following Generations to compare them:,Now, we can see the sum of total stats of Water type Pokemon between generations:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ",,
Google Sheets ,Format Borders,"Format Borders,Adding Borders,Border Colors,Border Style,Chapter Summary",,"Borders can be added and removed. Colors and style can be changed.,Why format borders?,The Borders menu is accessed in the Ribbon (,).,The button remembers the border you used last time.,Borders are added by clicking the , (,) button.,The default border is black underline.,Changing the border type, style or color is a choice you make.,Clicking the option button gives an overview of the different border options.,The buttons inside the Border command give options for more types of borders.,Colored borders are added by selecting a color before adding the border.,The color can be changed in the Border Color menu (,):,Borders styles can be changed.,The menu is accessed in the Border Style menu (,):,Google Sheets offers 6 different border styles:,Borders can be added with different colors and styles. The border button remembers the border settings used the last time. The options are accessed from the border options button, next to the border button.,In the next chapter you will learn about Number formats.","Make the document more readable and understandable,Emphasizing key points,Solid line,Dashed line,Dotted line,Medium line,Thick line,Double line",,
Google Sheets ,Format Colors,"Colors,Theme and Standard Colors,Custom Colors,Applying colors",,"Colors are specified by selection or by using Hexadecimal (HEX) codes.,Google Sheets has a set of standard, theme and custom colors available for use. You select a color by clicking on it:,The option with this symbol , allows you to select custom colors.,Google Sheets supports Hexadecimal color codes.,A hexadecimal color code is specified with: ,.,RR (red), GG (green) and BB (blue) are hexadecimal values between 00 and FF specifying the intensity of the color.,For example, #0000FF is displayed as blue, because the blue component is set to its highest value (FF) and the others are set to 00.,Colors can be applied to cells, text and borders.,Colors are applied to cells by using the "","" function.,Apply colors to cells step by step:,The "","" button remembers the color you used the last time.,The , command allows selection of theme colors, standard colors or use of HEX codes by clicking on the , option:,Starting with ,and ,colors:,Try to apply the following colors:,Did you make it?,Let's apply colors using HEX codes.,Apply HEX code , to range,:,Step by step:,Notice that entering the HEX code shows you where the color is positioned on the color map., You have successfully applied colors using the standard, theme and HEX codes.","Theme color blue to range ,.,Theme color green to range ,.",,
Google Sheets ,SUM Function,"SUM Function,Sum Function Example",,"The , function is a premade function in Google Sheets, which adds up numbers in a range.,It is typed ,and gets a list of cells:,You can ,Let's see some examples!,Calculate the sum of all the Total stats for this list of Pokemon:,The ,SUM function, step by step:,Now, the function calculates the sum of Total stats for the Pokemon in the list:, You have successfully calculated the sum of the stats using the , function. The Pokemon's stats have a total sum of ,.,Let's change one of the values in the range, to see what happens. Type , into cell ,:, total stats was changed from , to ,. ,The , function updated the total sum from , to ,.,It updates the , when values inside of the range are changed.,Lets change , stats to a negative number to see what happens. Type , into cell ,:,The , is updated to ,. Adding a negative number subtracts that value from the range.",,,
Google Sheets SUMIF Function,,"SUMIF Function,Example SUMIF function",,"The , function is a premade function in Google Sheets, which calculates the sum of values in a range based on a , or , ,.,It is typed ,:,The , is referred to as ,, which can check things like:,The , is the range where the function calculates the sum.,Find the sum of Total stats for Grass type Pokemon:,The condition is that the type is ""Grass"".,Example , function, step by step:,The function now sums the Total stats for Grass type Pokemon.,The function can be repeated for the other Pokemon types to compare them:,Now, we can see the sum of total stats for the different types of Pokemon:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ",,
Google Sheets ,STDEV.S Function,"STDEV.S Function,STDEV.S Function Example",,"The , function is a premade function in Google Sheets, which calculates the , for a sample of a population.,It is typed , and gets a list of cells:,You can ,The STDEV.S function ignores cells that do not contain numbers. ,Let's have a look at an example!,Find the standard deviation of the total stats for the Pokemon in this sample:,The , function, step by step:,Now, the function returns the standard deviation of all the Total stat values:,The , function has successfully returned the , for the sample as ,.",,,
Google Sheets ,MIN Function,"MIN Function,Min Function Example",,"The , function is a premade function in Google Sheets, which finds the lowest number in a range.,It is typed , and gets a list of cells:,You can ,Let's have a look at an example!,Find the lowest total stats in the range ,:,Now, the function returns the lowest value from the cells in the range:, The function has successfully found the lowest value, ,. Magikarp has the lowest Total stats of the Pokemons in this list.,Let's add text to a cell in the range , to see what happens. Type Kadabra into the cell ,:, The function ignores the text typed in the range. , is returned as the new lowest value, as the old one was replaced with text. Rattata is now the Pokemon with the lowest Total stats in the range ,.",,,
Google Sheets IFS Function,,"IFS Function,Example IFS function",,"The , function is a premade function in Google Sheets, which returns values based on one or more , or , ,.,It is typed , and has two or more parts:,The , are referred to as ,, which can check things like:,Each condition is connected with a return value.,Make categories for how fast the Pokemon are:,The conditions and return values are:,Example , function, step by step:,Since the value in cell , is ""45"", the first and second conditions are ,, and third condition is , (less than or equal to 50), the function will return ""Slow"".,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each Pokemon has a speed category:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ,Speed , 90: ""Fast"",Speed , 50: ""Normal"",Speed , 50: ""Slow""",,
Google Sheets ,MEDIAN Function,"MEDIAN Function,Median Function Example",,"The , function is a premade function in Google Sheets, which returns the middle value in the data.,It is typed , and gets a list of cells:,You can ,Calculating the median manually requires that the data is sorted and arranged from low to high. This is not necessary using the MEDIAN function, it does it for you.,Find the median of this list of numbers ,:, function, step by step:,Now, the function returns the median:, You successfully found the median using the , function.,Note that it found the value in the middle of the data, which is cell ,, the one that is marked red:",,,
Google Sheets ,MODE Function,"MODE Function,Mode Function Example (SNGL),Mode Function Example (MULT)",,"The , function is a premade function in Google Sheets, which is used to find the most common value(s).,There are two versions, which are typed , or , that gets a list of cells:,You can , does the same as , and returns , (picking the first it finds)., returns multiple values if there are more than one that is the most common.,Let's have a look at some examples!,Find the most common number of all the different Pokeballs in the trainers' inventories. ,The , function, step by step:,Now, the function returns the most common value in the range:,It returns the number , which is seen 7 times. The closest number to it is , and , which are seen 3 times each.,Find the most common number of Pokeballs in the trainers' inventories. ,The , function, step by step:,Now, the function returns the most common , in the range:,It returns the number , in the first cell (,) and the number , in the second cell (,). Both 10 and 12 are seen twice, which is more than any of the other values.",,,
Google Sheets ,STDEV.P Function,"STDEV.P Function,Stdev.p Function Example",,"The , function is a premade function in Google Sheets, which calculates the , for the entire population.,It is typed , and gets a list of cells:,You can ,The STDEV.P function ignores cells that do not contain numbers. ,Let's have a look at an example!,Find the standard deviation of the total stats for all of the Pokemon in the population:,The , function, step by step:,Now, the function returns the standard deviation of all the Total stat values:,The , function has successfully returned the , for the whole population as ,.",,,
Google Sheets OR Function,,"OR Function,Example OR Function,Example OR Function (with IF)",,"The , function is a premade function in Google Sheets, which returns , or , based on two or more ,.,It is typed ,.,The , are referred to as ,, ,, and so on.,The conditions can check things like:,Check if the Pokemon type is water , has defense , 60:,The function returns ""TRUE"" or ""FALSE"".,Example , function, step by step:,Since the value in cell , is not ""Water"" the first condition is ,.,Since the value in cell , is less than 60 the second condition is also ,., condition need to be , for the OR function to return ,.,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for Water Type , Defense greater than 60:,For example:,Combining the OR function with an , lets you check , conditions for the IF function:,The IF function is typed , and has 3 parts:,The OR function takes the place of the , condition.,Here, the , function returns ""Yes"" or ""No"".,Example , function as the condition for , function, step by step:,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for Water Type , Defense greater than 60:,For example:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ,Ivysaur is , Water type, but it has , than 60 defense, so the function returns ""TRUE"".,Charmeleon is , Water type, and has , than 60 defense, so the function returns ""FALSE"",Wartortle is , Water type and has , than 60 defense, so the function returns ""TRUE"" ,Ivysaur is , Water type, but it has , than 60 defense, so the function returns ""Yes"".,Charmeleon is , Water type, and has , than 60 defense, so the function returns ""No"",Wartortle is , Water type and has , than 60 defense, so the function returns ""Yes"" ",,
Google Sheets ,MAX Function,"MAX Function,Max Function Example",,"The , function is a premade function in Google Sheets, which finds the highest number in a range.,It is typed , and gets a list of cells:,You can ,Let's have a look at an example!,Find the highest total stats in the range ,:,Now, the function returns the highest value from the cells in the range:, The function has successfully found the highest value, ,. Cloyster has the highest Total stats of the Pokemons in this list.,Let's add text to a cell in the range , to see what happens. Type Alakazam to into the cell ,:, The function ignores the text typed in the range. , is returned as the new highest value, since the old one was replaced with text. Poliwrath is now the Pokemon with the highest Total stats in the range ,.",,,
Google Sheets IF Function,,"IF Function,Example IF function (equal to),Example IF Function (greater than)",,"The , function is a premade function in Google Sheets, which returns values based on a , or , ,.,It is typed , and has 3 parts:,The , is referred to as ,, which can check things like:,Check if the Pokemon type is grass:,The condition is if the ""Type 1"" value for the Pokemon is ""Grass"".,The function returns ""Yes"" or ""No"".,Example , function, step by step:,Since the value in cell , is ""Grass"", the condition is , and the function will return ""Yes"".,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for Grass Type:,Check if the Pokemon's total stats is , 500:,The function returns ""Yes"" or ""No"".,Example , function, step by step:,Since the value in cell , is 318, the condition is , and the function will return ""No"".,The function can be repeated with the , for each row to perform the same check for each Pokemon:,Now, each row has a check for having more than 500 total stats:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ",,
Google Sheets ,COUNTIF Function,"COUNTIF Function,Countif Function Example",,"The , function is a premade function in Google Sheets, which counts cells that match a specified ,.,It is typed , and has two parts:,The , is referred to as ,, which can check things like:,Apply the , function to range ,, to count how many Pokemons there are of Fighting, Water and Grass types:, function, step by step:,The function now counts the number of Fighting type Pokemon.,The function can be repeated for Water and Grass type Pokemon compare them:,Now, we can see the number of Fighting, Water and Grass type Pokemon from this list:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ",,
Google Sheets ,COUNTBLANK Function,"COUNTBLANK Function,Countblank Function Example",,"The , function is a premade function in Google Sheets, which counts blank cells in a range.,It is typed , and gets a list of cells:,You can ,Apply the , function to range ,, to find the Pokemons which do not have a 2nd Type:, function, step by step:,The , function successfully counted , blank cells in the range ,.",,,
Google Sheets COUNTA Function,,"COUNTA Function,Counta Function Example,Another Example (Numbers)",,"The , function is a premade function in Google Sheets, which counts cells that has values, both letters and numbers.,It is typed , and gets a list of cells:,You can ,Apply the ,  function to range ,. Counting Pokemons by their names, which are letters only:, function, step by step:,That's it! The , function successfully counted 20 cells with values in the range ,.,Apply the , function to the range ,, which only has cells with numbers., The , function counts cells in a range with values both numbers and letters.",,,
Google Sheets AVERAGEIF Function,,"AVERAGEIF Function,Example AVERAGEIF function",,"The , function is a premade function in Google Sheets, which calculates the , of a range based on a , or , ,.,It is typed , and has three parts:,The , is referred to as ,, which can check things like:,The , is the range where the function calculates the average.,Find the average speed of Grass type Pokemon:,The condition is that the type is ""Grass"".,Example , function, step by step:,The function now calculates the average speed value of the Grass type Pokemon: Bulbasaur, Ivysaur and Venusaur.,The function can be repeated for Fire and Water type Pokemon to compare them:,Now, we can see the average speed values of each type:","If a number is , another number ,If a number is , another number ,If a number or text is , to something ",,
Google Sheets COUNT Function,,"COUNT Function,Count Function Example,A Non-Working Example",,"The , function is a premade function in Google Sheets, which counts cells with numbers.,It is typed , and gets a list of cells:,You can ,Apply the ,  function to range ,. Counting the cells of Pokemon Total stats, which is numbers only:, function, step by step:,That's it! The , function successfully counted 20 cells with numbers.,Now, let us try an example that will not work.,Apply the , function to the range ,, which only has cells with letters.,It returns the value ,, no cells with numbers found. Range , only had cells with letters.",,,
Google Sheets AVERAGEIFS Function,,"AVERAGEIFS Function,Example AVERAGEIFS function",,"The , function is a premade function in Google Sheets, which calculates the , of a range based on one or more , or , ,.,It is typed ,:,The , are referred to as , and so on, which can check things like:,The ,, ,, and so on, are the ranges where the function check for the conditions.,The , is the range where the function calculates the average.,Find the average defense of Grass type 1st Generation Pokemon:,The conditions are that the type is ""Grass"" and Generation is 1.,Example , function, step by step:,The function now calculates the average defense value of the 1st Generation Grass type Pokemon: Bulbasaur, Ivysaur and Venusaur.,The function can be repeated for Fire type Pokemon and 2nd Generation to compare them:,Now, we can see the average defense values of each type between generations:,Notice how the 2nd Generation Grass type Pokemon got more defense, but the Fire type stayed the same.","If a number is , another number ,If a number is , another number ,If a number or text is , to something ",,
Google Sheets Location Settings,,"Location Settings,Example Location Settings,Changing Spreadsheet Location Settings",,"Google Sheets provides regional formatting settings for different languages and styles of presenting information.,Regional settings affects a number of things, like:, are the symbols used to separate arguments in a function.,The most common symbols are comma , and semicolon ,For example, the , regional language setting uses commas:,While , regional language settings uses semicolons:,Here are the date, decimal number, and formula delimiters shown with , location settings:,Here are the date, decimal number, and formula delimiters shown with , location settings:,Notice that the United States location formatting uses month/day/year and the German formatting uses day.month.year for calendar dates.,The United States location formatting also uses a period (,) for the decimal symbol and the German formatting uses a comma (,).,Changing Spreadsheet Location Settings is accessed in the Spreadsheet settings part of the , menu:,Selecting this option will open a dialog box where you can choose your preferred location settings:","Calendar date formatting,Decimal numbers,Default currency formatting,Formula delimiters",,
Google Sheets ,Formatting,"Formatting,Styling Commands in Ribbon,Styling Commands in Format menu,Example,Chapter summary",,"Google Sheets has many ways to format and style a spreadsheet.,Why format and style your spreadsheet?,Styling is about changing the looks of cells, such as changing colors, font, font sizes, borders, number formats, and so on.,The most used styling functions are:,There are two ways to access the styling commands in Google Sheets:,Read more about the Ribbon and the menu in the ,The Ribbon provides many formatting options such text and border coloring.,You can also select any cell or a range of cells and then click on the , menu in the menu bar:,In this example, different formatting options have been applied to range ,.,Formatting is used to make spreadsheets more readable. There are many ways to add styles. The most common ones are; Color, Font, Number format and Gridlines.","Make it easier to read and understand,Make it more presentable",,
Google Sheets Functions,,Functions,,"Google Sheets has many premade formulas, called ,.,Functions are typed by , and the functions name.,For example ,Once you have typed the function name you need to apply it to a range.,For example ,The range is always inside of parentheses.",,,
