H1_leftside_heading,H1_rightside_heading,H2,H3,All_para,li,div,div_2
Go Variables,,"Go Variable Types,Declaring (Creating) Variables,Variable Declaration With Initial Value,Variable Declaration Without Initial Value,Value Assignment After Declaration,Difference Between var and :=","Syntax,Syntax,Example,Example,Example,Example","Variables are containers for storing data values.,In Go, there are different , of variables, for example:,More about different variable types, will be explained in the , chapter.,In Go, there are two ways to declare a variable:,Use the , keyword, followed by variable name and type:, You always have to specify either , 
or , (or both).,Use the , sign, followed by the variable value:, In this case, the type of the variable is , from the value 
(means that the compiler decides the type of the variable, based on the value)., It is not possible to declare a variable using
  ,, without assigning a value to it.,If the value of a variable is known from the start, you can declare the variable and assign a value to it 
on one line:, The variable types of , and , is , from 
their values.,In Go, all variables are initialized. So, if you declare a variable without an initial value, 
its value will be set to the default value of its type: ,In this example there are 3 variables:,These variables are declared but they have not been assigned initial values.,By running the code, we can see that they already have the default values of their respective types:,It is possible to assign a value to a variable after it is declared. This is helpful for cases the value is not initially known.,There are some small differences between the , var ,:","- stores integers (whole numbers), such as 123 or -123,- stores floating point numbers, with decimals, such as 19.99 or -19.99, - stores text, such as ""Hello World"". String values are surrounded by double quotes,- stores values with two states: true or false, is , is , is ",,
Go Struct,,"Go Structures,Declare a Struct,Access Struct Members,Pass Struct as Function Arguments","Syntax,Example,Example,Example","A struct (short for structure) is used to create a collection of members of 
different data types, into a single variable.,While arrays are used to store multiple values of the same data type into a 
single variable, structs are used to store multiple values of different data 
types into a single variable.,A struct can be useful for grouping data together to create records.,To declare a structure in Go, use the , 
and , keywords:, Notice that the struct members above have different 
data types. , and , is of type string, while , and , is of type int.,To access any member of a structure, use the dot operator (.) between the 
structure variable name and the structure member:,You can also pass a structure as a function argument, like this:",,,
Go Arrays,,"Go Arrays,Declare an Array,Array Examples,Access Elements of an Array,Change Elements of an Array,Array Initialization,Initialize Only Specific Elements,Find the Length of an Array","Syntax,Syntax,Example,Example,Example,Example,Example,Example,Example,Example","Arrays are used to store multiple values of the same type in a single variable, instead of declaring separate variables for each value.,In Go, there are two ways to declare an array:,You can access a specific array element by referring to the index number.,In Go, array indexes start at 0. That means that [0] is the first element, [1] is the second element, etc.,You can also change the value of a specific array element by referring to the index number., If an array or one of its elements has not been initialized in the code, it 
is assigned the default value of its type., , The default value for int is 0, and the default value 
for string is """".,It is possible to initialize only specific elements in an array., The array above has 5 elements.,The , function is used to find the length of an array:"," means: assign , to array index , (second element)., means: assign , to 
array index , (third element).",,
Go Output Functions,,"The Print() Function,The Println() Function,The Printf() Function","Example,Example,Example,Example,Example,Example,Example","Go has three functions to output text:,The , function prints its arguments with their default format.,The , function is similar to , with the difference that 
a whitespace is added between the arguments, and a newline is added at the end:,The , function first formats its argument based on the given formatting 
verb and then prints them.,Here we will use two formatting verbs:"," is used to print the , 
  of the arguments, is used to print the , 
  of the arguments",,
Go Constants,,"Go Constants,Declaring a Constant,Constant Rules,Constant Types,Typed Constants,Untyped Constants,Constants: Unchangeable and Read-only,Multiple Constants Declaration","Syntax,Example,Example,Example,Example","If a variable should have a fixed value that cannot be changed, you can use the , keyword.,The , keyword declares the variable as ""constant"", which means 
that it is ,.,Here is an example of declaring a constant in Go:,There are two types of constants:,Typed constants are declared with a defined type:,Untyped constants are declared without a type:,When a constant is declared, it is not possible to change the value later:,Multiple constants can be grouped together into a block for readability:","Constant names follow the same naming rules as ,Constant names are usually written in uppercase letters (for easy identification and differentiation from variables),Constants can be declared both inside and outside of a function,Typed constants,Untyped constants",,
Go Comments,,"Go Comments,Go Single-line Comments,Go Multi-line Comments,Comment to Prevent Code Execution","Example,Example,Example,Example","A comment is a text that is ignored upon execution.,Comments can be used to explain the code, and to make it more readable.,Comments can also be used to prevent code execution when testing an alternative code.,Go supports single-line or multi-line comments.,Single-line comments start with two forward slashes (,).,Any text between , and the end of the line is ignored by the compiler (will not be executed).,The following example uses a single-line comment at the end of a code line:,Multi-line comments start with , and ends with ,.,Any text between , and , will be ignored by the compiler:,You can also use comments to prevent the code from being executed. ,The commented code can be saved for later reference and troubleshooting.",,,
Go ,Introduction,"What is Go?,What is Go Used For?,Why Use Go?,Go Compared to Python and C++,Get Started",,"This tutorial will teach you the basics of Go.,It is not necessary to have any prior programming experience.","Go is a cross-platform, open source programming language,Go can be used 
  to create high-performance applications,Go is a fast, statically typed, compiled language that feels like a 
  dynamically typed, interpreted language,Go was developed at Google by Robert Griesemer, Rob Pike, and Ken Thompson in 2007,Go's syntax is similar to C++,Web development (server-side),Developing network-based programs,Developing cross-platform enterprise applications,Cloud-native development,Go is fun and easy to learn,Go has fast run time and compilation time,Go supports concurrency,Go has memory management,Go works on different platforms (Windows, Mac, Linux, Raspberry Pi, etc.),Compilation time refers to translating the code into an executable 
          program,Concurrency is performing multiple things out-of-order, or at the 
          same time, without affecting the final outcome,Statically typed means that the variable types are known at 
          compile time",,
Go ,Syntax,"Go Syntax,Go Statements,Go Compact Code","Example,Example,Example","A Go file consists of the following parts:,Look at the following code, to understand it better:, In Go, every program is part of a package. We define this using the , keyword. In this example, the program belongs to the , package., , lets us import files included in 
the , package., A blank line. Go ignores white space. Having white spaces in code makes it more readable., , is a function. Any code inside its curly brackets , will be executed., , is a function made available from the , package. It is used to output/print text. In our example it will output ""Hello World!"". , is a statement.,In Go, statements are separated by ending a line (hitting the Enter key) or by 
a semicolon "","". 
,Hitting the Enter key adds "","" to the end of the line implicitly (does not show up in the source code). ,The left curly bracket , cannot come at the start of a line.,Run the following code and see what happens:,You can write more compact code, like shown below (this is not recommended because it makes the code 
more difficult to read):","Package declaration,Import packages,Functions,Statements and expressions",,
Go Maps,,"Go Maps,Creating Maps Using , and ,Creating Maps Using Using ,Function:,Creating an Empty Map,Allowed Key Types,Allowed Value Types,Accessing Map Elements,Updating and Adding Map Elements ,Remove Element from Map,Check For Specific Elements in a Map,Maps Are References,Iterating Over Maps,Iterate Over Maps in a Specific Order","Syntax,Example,Syntax,Example,Syntax,Example,Syntax,Example,Syntax,Example,Syntax,Example,Syntax,Example,Example,Example,Example","Maps are used to store data values in key:value pairs.,Each element in a map is a key:value pair.,A map is an unordered and changeable collection that does not allow duplicates.,The length of a map is the number of its elements. You can find it using the , function.,The default value of a map is nil.,Maps hold references to an underlying hash table.,Go has multiple ways for creating maps.,There are two ways to create an empty map. One is by using the ,function and the other is by using the following syntax.,The map key can be of any data type for which the equality operator (,) is defined. These include:,Invalid key types are:,These types are invalid because the equality operator (,) is not defined for them.,The map values can be , type.,You can access map elements by:,Updating or adding an elements are done by:,Removing elements is done using the , function.,You can check if a certain key exists in a map using:,If you only want to check the existence of a certain key, you can use the blank identifier (,) in place of val.,In this example, we checked for existence of different keys in the map.,The key "","" does not exist in the map. So the value is an empty string ('').,The , variable is used to find out if the key exist or not. Because we would have got the same value if the value of the ""color"" key was empty. This is the case for ,.,Maps are references to hash tables.,If two map variables refer to the same hash table, changing the content of one variable affect the content of the other.,You can use , to iterate over maps.,Maps are unordered data structures. If you need to iterate over a map in a specific order, you must have a separate data structure that specifies that order. ","Booleans,Numbers,Strings,Arrays,Pointers,Structs,Interfaces (as long as the dynamic type supports equality),Slices,Maps,Functions",,
Go ,Getting Started,"Go Get Started,Go Install,Go Install IDE,Go Quickstart,Learning Go At W3Schools",helloworld.go,"To start using Go, you need two things:,There are many text editors and compilers to choose from. In this tutorial, we will use an IDE (see below).,You can find the relevant installation files at ,.,Follow the instructions related to your operating system. To check if Go was installed successfully, you can run the following command in a terminal window:,Which should show the version of your Go installation.,An IDE (Integrated Development Environment) is used to edit AND compile the code.,Popular IDE's include Visual Studio Code (VS Code), Vim, Eclipse, and Notepad. These are all free, and they can be used to both edit and debug Go code., Web-based IDE's can work as well, but functionality is limited.,We will use , in our tutorial, which we believe is a good place to start.,You can find the latest version of VS Code at ,.,Let's create our first Go program.,VS Code is now configured to use Go.,Open up a terminal window and type:,Do not worry if you do not understand why we type the above command. Just think of it as something that you always do, and that you will learn more about in a later chapter.,Create a new file (,). Copy and paste the following code and save the file as , (,):,Now, run the code: Open a terminal in VS Code and type:,! You have now written and executed your first Go program.,If you want to save the program as an executable, type and run:,When learning Go at W3Schools.com, you can use our ""Try it Yourself"" tool. It shows both the code and the result. This will make it easier for 
you to understand every part as we move forward:","A text editor, like VS Code, to write Go code,A compiler, like GCC, to translate the Go code into a language that the computer will understand,Launch the VS Code editor,Open the extension manager or alternatively, press ,In the search box, type ""go"" and hit enter,Find the Go extension by the GO team at Google and install the extension,After the installation is complete, open the command palette by pressing ,Run the , command,Select all the provided tools and click OK",,
