H1_leftside_heading,H1_rightside_heading,H2,H3,All_para,li,div,div_2
SQL ,Joins,"SQL JOIN,Different Types of SQL JOINs",Example,"A , clause is used to combine rows from two or more tables, based on 
a related column between them.,Let's look at a selection from the ""Orders"" table:,Then, look at a selection from the ""Customers"" table:,Notice that the ""CustomerID"" column in the ""Orders"" table refers to the 
""CustomerID"" in the ""Customers"" table. The relationship between the two tables above 
is the ""CustomerID"" column.,Then, we can create the following SQL statement (that contains an ,), 
that selects records that have matching values in both tables:,and it will produce something like this:,Here are the different types of the JOINs in SQL:,
, 
, 
, 
,
",": Returns records that have matching values in both tables,: Returns all records from the left table, and the matched records from the right table,: Returns all records from the right table, and the matched 
  records from the left table,: Returns all records when there is a match in either left 
  or right table",,
"SQL , Keyword",INNER JOIN,"SQL INNER JOIN Keyword,Demo Database,SQL INNER JOIN Example, JOIN Three Tables","Example,Example","The , keyword selects records that have matching values in 
both tables.,In this tutorial we will use the well-known Northwind sample database.,Below is a selection from the ""Orders"" table:,And a selection from the ""Customers"" table:,The following SQL statement selects all orders with customer information:, The , keyword selects all rows from both 
tables as long as there is a match between the columns. If there are records in the 
""Orders"" table that do not have matches in ""Customers"", these orders will not 
be shown!,The following SQL statement selects all orders with customer and shipper 
information:",,,
SQL ,Aliases,"SQL Aliases,Demo Database,Alias for Columns Examples,Alias for Tables Example","Example,Example,Example,Example,Example","SQL aliases are used to give a table, or a column in a table, a temporary name.,Aliases are often used to make column names more readable.,An alias only exists for the duration of that query.,An alias is created with the , keyword.,In this tutorial we will use the well-known Northwind sample database.,Below is a selection from the ""Customers"" table:,And a selection from the ""Orders"" table:,The following SQL statement creates two aliases, one for the CustomerID 
column and one for the CustomerName column:,The following SQL statement creates two aliases, one for the CustomerName 
column and one for the ContactName column. , It requires 
double quotation marks or square brackets if the alias name contains spaces:,The following SQL statement creates an alias named ""Address"" that combine four columns (Address, PostalCode, 
City and Country):, To get the SQL statement above to work in MySQL use the following:,The following SQL statement selects all the orders from the customer with 
CustomerID=4 (Around the Horn). We use the ""Customers"" and ""Orders"" tables, and 
give them the table aliases of ""c"" and ""o"" respectively (Here we use 
aliases to make the SQL shorter):,The following SQL statement is the same as above, but without aliases:,Aliases can be useful when:","There are more than one table involved in a query,Functions are used in the query,Column names are big or not very readable,Two or more columns are combined together",,
"SQL , Operator",UNION,"The SQL UNION Operator,Demo Database,SQL UNION Example,SQL UNION ALL Example,SQL UNION With WHERE,SQL UNION ALL With WHERE,Another UNION Example","Example,Example,Example,Example,Example","The , operator is used to combine the result-set of two or more 
, 
statements.,The , operator selects only distinct values by default. To allow 
duplicate values, use ,:, The column names in the result-set are usually equal to 
the column names in the first , statement.,In this tutorial we will use the well-known Northwind sample database.,Below is a selection from the ""Customers"" table:,And a selection from the ""Suppliers"" table:,The following SQL statement returns the cities 
(only distinct values) from both the ""Customers"" and the ""Suppliers"" table:, If some customers or suppliers have the same city, each city will only be 
listed once, because , selects only distinct values. Use 
, to also select 
duplicate values!,The following SQL statement returns the cities 
(duplicate values also) from both the ""Customers"" and the ""Suppliers"" table:,The following SQL statement returns the German cities 
(only distinct values) from both the ""Customers"" and the ""Suppliers"" table:,The following SQL statement returns the German cities (duplicate values also) from 
both the ""Customers"" and the ""Suppliers"" table:,The following SQL statement lists all customers and suppliers:,Notice the ""AS Type"" above - it is an alias. , are used to give a table or a column a temporary name.
An alias only exists for the duration of the query. So, here we have created a 
temporary column named ""Type"", that list whether the contact person is a 
""Customer"" or a ""Supplier"".","Every , statement within
  , must have the same number 
of columns,The columns must also have similar data types,The columns in 
  every , statement must also be in the same order",,
SQL ,Examples,"SQL Syntax,SQL SELECT,SQL SELECT DISTINCT,SQL WHERE,SQL AND, OR and NOT Operators,SQL ORDER BY,SQL INSERT INTO,SQL NULL Values,SQL Update,SQL DELETE,SQL SELECT TOP,SQL MIN() and MAX(),SQL COUNT, AVG() and SUM(),SQL LIKE,SQL Wildcards,SQL IN,SQL BETWEEN,SQL Aliases,SQL Joins,SQL UNION,SQL GROUP BY,SQL HAVING,SQL EXISTS,SQL ANY and ALL,SQL INSERT INTO SELECT,SQL CASE,SQL Comments,SQL Database",,SQL Database tutorials can be found here:,,,
SQL ,Quiz,"The Test,Count Your Score",,"You can test your SQL skills with W3Schools' Quiz.,The test contains 25 questions and there is no time limit.,The test is not official, it's just a nice way to see how much you know, or don't know, about SQL.,You will get 1 point for each correct answer. At the end of the Quiz, your total score will be displayed. Maximum score is 25 points.",,,
SQL Server ,Functions,"SQL Server String Functions,SQL Server Math/Numeric Functions,SQL Server Date Functions,SQL Server Advanced Functions",,"SQL Server has many built-in functions.,This reference contains string, numeric, date,  
conversion, and some advanced functions 
in SQL Server.",,,
SQL Keywords Reference,,SQL Keywords,,This SQL keywords reference contains the reserved words in SQL.,,,
W3Schools ,SQL Certificate,How Does It Work?,,,"Study for free at W3Schools.com,Study at your own speed,Test your skills with W3Schools online quizzes,Apply for your certificate by paying an exam fee,Take your exam online, at any time, and from any location",,
SQL ,Exercises,"Exercises,Count Your Score",,"You can test your SQL skills with W3Schools' Exercises.,We have gathered a variety of SQL exercises (with answers) for each SQL Chapter.,Try to solve an exercise by filling in the missing parts of a code. If you're stuck, hit the ""Show Answer"" button to see what you've done wrong.,You will get 1 point for
each correct answer. Your score and total score will always be displayed.",,,
"SQL , from W3Schools",Quick Reference,,,,,,
SQL ,Hosting,"SQL Hosting,MS SQL Server,Oracle,MySQL,MS Access",,"If you want your web site to be able to store and retrieve data from a 
database, your web server should have access to a database-system that uses the 
SQL language.,If your web server is hosted by an Internet Service Provider (ISP), you will have to look for SQL hosting plans.,The most common SQL hosting databases are MS SQL Server, Oracle, MySQL, and MS Access.,Microsoft's SQL Server is a popular database software for  database-driven web sites 
with high traffic.,SQL Server is a very powerful, robust and full featured SQL database system.,Oracle is also a popular database software for  database-driven web sites 
with high traffic.,Oracle is a very powerful, robust and full featured SQL database system.,MySQL is also a popular database software for web sites.,MySQL is a very powerful, robust and full featured SQL database system.,MySQL is an inexpensive 
alternative to the expensive Microsoft and Oracle solutions.,When a web site requires only a simple database, Microsoft Access can be a 
solution.,MS Access is not well suited for very high-traffic, and not as powerful as 
MySQL, SQL Server, or Oracle.",,,
"SQL , Operator",BETWEEN,"The SQL BETWEEN Operator,Demo Database,BETWEEN Example,NOT BETWEEN Example,BETWEEN with IN Example,BETWEEN Text Values Example,NOT BETWEEN Text Values Example,Sample Table,BETWEEN Dates Example","Example,Example,Example,Example,Example,Example,Example,Example","The , operator selects values within a given range. The values can be numbers, text, or dates.,The , operator is inclusive: begin and end values are included. ,Below is a selection from the ""Products"" table in the Northwind 
sample database:,The following SQL statement selects all products with a price between 10 and 20:,To display the products outside the range of the previous example, use ,:,The following SQL statement selects all products with a price between 10 and 
20. In addition; do not show products with a CategoryID of 1,2, or 3:,The following SQL statement selects all products with a ProductName between Carnarvon 
Tigers and Mozzarella di Giovanni:,The following SQL statement selects all products with a ProductName between Carnarvon 
Tigers and Chef Anton's Cajun Seasoning:,The following SQL statement selects all products with a ProductName not 
between Carnarvon 
Tigers and Mozzarella di Giovanni:,Below is a selection from the ""Orders"" table in the Northwind 
sample database:,The following SQL statement selects all orders with an OrderDate between '01-July-1996' and 
'31-July-1996':,OR:",,,
MySQL ,Functions,"MySQL String Functions,MySQL Numeric Functions,MySQL Date Functions,MySQL Advanced Functions",,"MySQL has many built-in functions.,This reference contains string, numeric, date, and some advanced functions 
in MySQL.",,,
"SQL , Statement",GROUP BY,"The SQL GROUP BY Statement,Demo Database,SQL GROUP BY Examples,Demo Database,GROUP BY With JOIN Example","Example,Example,Example","The , statement groups rows that have the same values into summary 
rows, like ""find the number of customers in each country"".,The , statement is often used with aggregate functions (,, 
,, 
,, ,, 
,) to group the result-set by one or more columns.,Below is a selection from the ""Customers"" table in the Northwind sample 
database:,The following SQL statement lists the number of customers in each country:,The following SQL statement lists the number of customers in each country, 
sorted high to low:,Below is a selection from the ""Orders"" table in the Northwind sample database:,And a selection from the ""Shippers"" table:,The following SQL statement lists the number of orders sent by each shipper:",,,
SQL ,"Data Types for MySQL, SQL Server, and MS Access","SQL Data Types,MySQL Data Types (Version 8.0),SQL Server Data Types,MS Access Data Types",,"The data type of a column defines what value the column can hold: 
integer, character, money, date and time, binary, 
and so on.,Each column in a database table is required to have a name and a data type.,An SQL developer must decide what type of data that will be stored inside each 
column when creating a table. The data type is a 
guideline for SQL to understand what type of data is expected inside of each 
column, and it also identifies how SQL will interact with the stored data.,In MySQL there are three main data types: string, numeric, and date and time., All the numeric data types may have an extra option: UNSIGNED 
or ZEROFILL. If you add the UNSIGNED option, MySQL disallows negative values for 
the column. If you add the ZEROFILL option, MySQL automatically also adds the 
UNSIGNED attribute to the column.",,,
SQL ,Injection,"SQL Injection,SQL in Web Pages,SQL Injection Based on 1=1 is Always True,SQL Injection Based on """"="""" is Always True,SQL Injection Based on Batched SQL Statements ,Use SQL Parameters for Protection,Examples","Example,Example,Result,Result,Example,Example,Result,ASP.NET Razor Example,Another Example","SQL injection is a code injection technique that might destroy your database.,SQL injection is one of the most common web hacking techniques.,SQL injection is the placement of malicious code in SQL statements, via web page input.,SQL injection usually occurs when you ask a user for input, like their 
username/userid, and instead of a name/id, the user gives you an SQL statement 
that you will , run on your database.,Look at the following example which creates a , statement by adding a variable 
(txtUserId) to a select string. The variable is fetched from user input 
(getRequestString):,The rest of this chapter describes the potential dangers of using user input in SQL statements.,Look at the example above again. The original purpose of the code was to create an SQL statement to select a 
user, with a given user id.,If there is nothing to prevent a user from entering ""wrong"" input, the user 
can enter some ""smart"" input like this:,UserId: ,Then, the SQL statement will look like this:,The SQL above is valid and will return ALL rows from the ""Users"" table, since , is always TRUE.,Does the example above look dangerous? What if the ""Users"" table contains names and passwords?,The SQL statement above is much the same as this:,A hacker might get access to all the user names and passwords in a database, by 
simply inserting 
105 OR 1=1 into the input field.,Here is an example of a user login on a web site:,Username:,
,Password:,
,
A hacker might get access to user names and passwords in a database by 
simply inserting "" OR """"="" into the user name or password text box:,User Name:,
,Password:,
,The code at the server will create a valid SQL statement like this:,The SQL above is valid and will return all rows from the ""Users"" table, 
since , is always TRUE.,Most databases support batched SQL statement.,A batch of SQL statements is a group of two or more SQL statements, separated by semicolons.,The SQL statement below will return all rows from the ""Users"" table, then delete the 
""Suppliers"" table.,Look at the following example: ,And the following input:,User id: ,The valid SQL statement would look like this:,To protect a web site from SQL injection, you can use SQL parameters.,SQL parameters are values that are added to an SQL query at execution time, in a controlled manner.,Note that parameters are represented in the SQL statement by a @ marker.,The SQL engine checks each parameter to ensure that it is correct for its column
and are treated literally, and not as part of the SQL to be executed.,The following examples shows how to build parameterized queries in some common web languages.,SELECT STATEMENT IN ASP.NET:,INSERT INTO STATEMENT IN ASP.NET:,INSERT INTO STATEMENT IN PHP:",,,
SQL ,Views,"SQL CREATE VIEW Statement,SQL CREATE VIEW Examples,SQL Updating a View,SQL Dropping a View","Example,Example,Example,Example,Example,Example","In SQL, a view is a virtual table based on the result-set of an SQL statement.,A view contains rows and columns, just like a real table. The fields in a view are fields from one or more real tables in the database.,You can add SQL statements and functions to a view and present the data as if the data were coming from one single table.,A view is created with the , 
statement. , A view always shows up-to-date data! The database engine recreates the 
view, every time a user queries it.,The following SQL creates a view that shows all customers from Brazil:,We can query the view above as follows:,The following SQL creates a view that selects every product in the ""Products"" table with a price higher than the average price:,We can query the view above as follows:,A view can be updated with the , statement.,The following SQL adds the ""City"" column to the ""Brazil Customers"" view:,A view is deleted with the , 
statement.,The following SQL drops the ""Brazil Customers"" view:",,,
SQL ,Working With Dates,"SQL Dates,SQL Date Data Types,SQL Working with Dates",,"As long as your data contains only the date portion, your queries will work as expected. However, if a time portion is involved, it gets 
more complicated., comes with the following data types for storing a date or a date/time value in the database:, comes with the following data types for storing a date or a date/time value in the database:, The date types are chosen for a column when you create a new table in your database!,Look at the following table:,Now we want to select the records with an OrderDate of ""2008-11-11"" from the table above.,We use the following , statement:,The result-set will look like this:,Now, assume that the ""Orders"" table looks like this (notice the 
added time-component in the ""OrderDate"" column):,If we use the same , statement as above:,we will get no result! This is because the query is looking only for dates with no time portion."," , - format YYYY-MM-DD, , - format: YYYY-MM-DD HH:MI:SS, - format: YYYY-MM-DD HH:MI:SS, , - format YYYY or YY, , - format YYYY-MM-DD, , - format: YYYY-MM-DD HH:MI:SS, , - format: YYYY-MM-DD HH:MI:SS, - format: a unique number",,
"SQL , Field",AUTO INCREMENT,"AUTO INCREMENT Field,Syntax for MySQL,Syntax for SQL Server,Syntax for Access,Syntax for Oracle",,"Auto-increment allows a unique number to be generated automatically when a new record is inserted into a table.,Often this is the primary key field that we would like to be created automatically every time a new record is inserted.,The following SQL statement defines the ""Personid"" column to be an auto-increment primary key field in the ""Persons"" table:,MySQL uses the , keyword to perform an auto-increment feature.,By default, the starting value for , is 1, and it will increment by 1 for each new record.,To let the , sequence start with another value, use the following SQL statement:,To insert a new record into the ""Persons"" table, we will NOT have to specify a value for the ""Personid""
column (a unique value will be added automatically):,The SQL statement above would insert a new record into the ""Persons"" table. The 
""Personid"" column would be assigned a unique value. The ""FirstName"" column would be set to 
""Lars"" and the ""LastName"" column would be set to ""Monsen"".,The following SQL statement defines the ""Personid"" column to be an auto-increment primary key field in the ""Persons"" table:,The MS SQL Server uses the , keyword to perform an auto-increment feature. ,In the example above, the starting value for , is 1, and it will increment by 1 for each new record., To specify that the ""Personid"" column should start at value 10 and increment by 5, change 
it to ,.,To insert a new record into the ""Persons"" table, we will NOT have to specify a value for the ""Personid"" column (a unique value will be added automatically):,The SQL statement above would insert a new record into the ""Persons"" table. The 
""Personid"" column would be assigned a unique value. The ""FirstName"" column would be set to 
""Lars"" and the ""LastName"" column would be set to ""Monsen"".,The following SQL statement defines the ""Personid"" column to be an auto-increment primary key field in the ""Persons"" table:,The MS Access uses the , keyword to perform an auto-increment feature. ,By default, the starting value for , is 1, and it will increment by 1 for each new record., To specify that the ""Personid"" column should start at value 10 and increment by 5, change the autoincrement to ,.,To insert a new record into the ""Persons"" table, we will NOT have to specify a value for the ""Personid"" column (a unique value will be added 
automatically):,The SQL statement above would insert a new record into the ""Persons"" table. The 
""Personid"" column would be assigned a unique value. The ""FirstName"" column would be set to 
""Lars"" and the ""LastName"" column would be set to ""Monsen"".,In Oracle the code is a little bit more tricky.,You will have to create an auto-increment field with the sequence object (this object generates a number sequence).,Use the following , syntax:,The code above creates a sequence object called seq_person, that starts with 1 and will increment by 1.
It will also cache up to 10 values for performance. The cache option specifies how many sequence values will be stored in memory for faster access.,To insert a new record into the ""Persons"" table, we will have to use the nextval function (this function retrieves the next value from seq_person 
sequence):,The SQL statement above would insert a new record into the ""Persons"" table. The ""Personid"" column would be assigned the next number from the seq_person 
sequence. The ""FirstName"" column would be set to ""Lars"" and the ""LastName"" column would be set to ""Monsen"".",,,
"SQL , Statement",CREATE INDEX,"SQL CREATE INDEX Statement,CREATE INDEX Example,DROP INDEX Statement",,"The , statement is used to create indexes in tables.,Indexes are used to retrieve data from the database more quickly than 
otherwise. The users cannot see the indexes, they are just used to speed up searches/queries.,Creates an index on a table. Duplicate values are allowed:,Creates a unique index on a table. Duplicate values are not allowed:, The syntax for creating indexes varies among different databases. Therefore: Check the syntax for creating indexes in your database.,The SQL statement below creates an index named ""idx_lastname"" on the ""LastName"" column in the ""Persons"" table:,If you want to create an index on a combination of columns, you can list the column names within the parentheses, separated by commas:,The , statement is used to delete an index in a table.",,,
"SQL , Constraint",DEFAULT,"SQL DEFAULT Constraint,SQL DEFAULT on CREATE TABLE,SQL DEFAULT on ALTER TABLE,DROP a DEFAULT Constraint",,"The , constraint is used to set a default value for a column.,The default value will be added to all new records, if no other value is specified.,The following SQL sets a , value for the ""City"" column when the ""Persons"" table is created:,The , constraint can also be used to insert system values, by using functions like ,:,To create a , constraint on the ""City"" column when the table is already created, use the following SQL:,To drop a , constraint, use the following SQL:",,,
"SQL , Constraint",FOREIGN KEY,"SQL FOREIGN KEY Constraint,SQL FOREIGN KEY on CREATE TABLE,SQL FOREIGN KEY on ALTER TABLE,DROP a FOREIGN KEY Constraint",,"The , constraint is used to prevent actions that would destroy links between tables.,A , is a field (or collection of fields) in one table, that refers to 
the , in another table.,The table with the foreign key is called the child table, and the table 
with the primary key is called the referenced or parent table.,Look at the following two tables:,Notice that the ""PersonID"" column in the ""Orders"" table points to the ""PersonID"" column in the ""Persons"" table.,The ""PersonID"" column in the ""Persons"" table is the , in the ""Persons"" table.,The ""PersonID"" column in the ""Orders"" table is a , in the ""Orders"" table.,The , constraint prevents invalid data from being inserted into the foreign key column,
because it has to be one of the values contained in the parent table.,The following SQL creates a , on the ""PersonID"" column when the ""Orders"" table is created:,To allow naming of a , constraint, and for defining a , constraint on multiple columns, use the following SQL syntax:,To create a , constraint on the ""PersonID"" column when the ""Orders"" table is already created, use the following SQL:,To allow naming of a , constraint, and for defining a , constraint on multiple columns, use the following SQL syntax:,To drop a , constraint, use the following SQL:",,,
"SQL , Constraint",CHECK,"SQL CHECK Constraint,SQL CHECK on CREATE TABLE,SQL CHECK on ALTER TABLE,DROP a CHECK Constraint",,"The , constraint is used to limit the value range that can be placed in a column.,If you define a , constraint on a column it 
will allow only certain values for this column.,If you define a , constraint on a table it can limit the values in certain columns based on values in other columns in the row.,The following SQL creates a , constraint on the ""Age"" column when the ""Persons"" table is created.
The , constraint ensures that the age of a person must be 18, or older:,To allow naming of a , constraint, and for defining a , constraint on multiple columns, use the following SQL syntax:,To create a , constraint on the ""Age"" column when the table is already created, use the following SQL:,To allow naming of a , constraint, and for defining a , constraint on multiple columns, use the following SQL syntax:,To drop a , constraint, use the following SQL:",,,
"SQL , Constraint",PRIMARY KEY,"SQL PRIMARY KEY Constraint,SQL PRIMARY KEY on CREATE TABLE,SQL PRIMARY KEY on ALTER TABLE,DROP a PRIMARY KEY Constraint",,"The , constraint uniquely identifies each record in a table.,Primary keys must contain UNIQUE values, and cannot contain NULL values.,A table can have only ONE primary key; and in the table, this primary key can 
consist of single or multiple columns (fields).,The following SQL creates a , on the ""ID"" column when the ""Persons"" table is created:,To allow naming of a , constraint, and for defining a 
, constraint on multiple columns, use the following SQL syntax:, In the example above there is only ONE , (PK_Person). 
However, the VALUE of the primary key is made up of TWO COLUMNS (ID + LastName).,
,To create a , constraint on the ""ID"" column when the table is already created, use the following SQL:,To allow naming of a , constraint, and for defining a 
, constraint on multiple columns, use the following SQL syntax:, If you use , to add a primary key, the primary key column(s) must
have been declared to not contain NULL values (when the table was first created).,To drop a , constraint, use the following SQL:",,,
"SQL , Constraint",UNIQUE,"SQL UNIQUE Constraint,SQL UNIQUE Constraint on CREATE TABLE,SQL UNIQUE Constraint on ALTER TABLE,DROP a UNIQUE Constraint",,"The , constraint ensures that all values in a column are different.,Both the , and 
, constraints provide a guarantee for uniqueness for a column or set of columns.,A , constraint automatically has a
, constraint.,However, you can have many , constraints per table, but only one 
, constraint per table.,The following SQL creates a , constraint on the ""ID"" column when the ""Persons"" table is created:,To name a , constraint, and to define a 
, constraint on multiple columns, use the following SQL syntax:,To create a , constraint on the ""ID"" column when the table is already created, use the following SQL:,To name a , constraint, and to define a 
, constraint on multiple columns, use the following SQL syntax:,To drop a , constraint, use the following SQL:",,,
"SQL , Constraint",NOT NULL,"SQL NOT NULL Constraint,SQL NOT NULL on CREATE TABLE,SQL NOT NULL on ALTER TABLE",Example,"By default, a column can hold NULL values.,The , constraint enforces a column to NOT accept NULL values.,This enforces a field to always contain a value, which means that you cannot insert a new record, or update a record without adding a value to this field.,The following SQL ensures that the ""ID"", ""LastName"", and 
""FirstName"" columns 
will NOT accept NULL values when the ""Persons"" table is created:,To create a , constraint on the ""Age"" column when the ""Persons"" table is already created, use the following SQL:",,,
SQL ,Constraints,"SQL Create Constraints,SQL Constraints",,"SQL constraints are used to specify rules for data in a table.,Constraints can be specified when the table is created with the 
, statement, or after the table is created 
with the , statement.,SQL constraints are used to specify rules for the data in a table.,Constraints are used to limit the type of data that can go into a table. This 
ensures the accuracy and reliability of the data in the table. If there is any violation between the constraint and the data action, 
the action is aborted.,Constraints can be column level or table level. Column level constraints 
apply to a column, and table level constraints apply to the whole table.,The following constraints are commonly used in SQL:"," - Ensures that a column cannot have a NULL value, - Ensures that all values in a column are 
  different, - A combination of a 
  , and ,. 
  Uniquely identifies each row in a table, 
  - Prevents actions that would destroy links between tables, , - Ensures that 
  the values in a column satisfies a specific condition, , - Sets a default value for a column 
  if no value 
  is specified, , - Used to create and retrieve data from the database 
  very quickly",,
"SQL , Statement",DROP TABLE,"The SQL DROP TABLE Statement,SQL DROP TABLE Example,SQL TRUNCATE TABLE",Example,"The , statement is used to drop an existing table in a database.,The following SQL statement drops the existing table ""Shippers"":,The , statement is used to delete the data inside a table, but 
not the table itself.",,,
